opinion_id,case_num,start_paragraph_id,stop_paragraph_id,author_appointment_id,author_last_name,ref_appointment_id,ref_last_name,institution_name,institution_class,opinion_class,opinion_size,panel_size,adopt_clerk,intent_deference,interests_positively_affected,interests_negatively_affected
3571,B 4020-98,2,24,NA,NA,NA,NA,Stockholms TR,first,majority,NA,NA,NA,NA,NA,NA
3572,B 4020-98,25,36,NA,NA,NA,NA,Svea HovR,appelate,majority,NA,NA,NA,NA,NA,NA
3573,B 4020-98,37,40,NA,NA,NA,NA,Svea HovR,appelate,minority,NA,NA,NA,NA,NA,NA
3574,B 4020-98,41,57,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,14,0,0
3575,B 4020-98,58,72,"50,46,33,31,29","Lind,Nyström,Victor,Pripp,Lundius",33,Victor,Högsta domstolen,final,majority,5,5,0,13,0,0
3576,B 4083-98,11,27,NA,NA,NA,NA,Göteborgs TR,first,majority,NA,NA,NA,NA,NA,NA
3577,B 4083-98,0,0,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA
3578,B 4083-98,0,0,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA
3579,B 4083-98,0,0,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA
3580,B 4575-98,1,19,NA,NA,NA,NA,Stockholms TR,first,majority,NA,NA,NA,NA,NA,NA
3581,B 4575-98,20,27,NA,NA,NA,NA,Hovrätten ,appelate,majority,NA,NA,NA,NA,NA,NA
3582,B 4575-98,28,40,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,14,407,0
3583,B 4575-98,41,51,"44,42,41,36,29","Svensson,Munck,Danelius,Thorsson,Lundius",41,Danelius,Högsta domstolen,final,majority,5,5,0,14,407,0
3584,B 4591-98,3,17,NA,NA,NA,NA,Helsingborgs TR,first,majority,NA,NA,NA,NA,NA,NA
3585,B 4591-98,18,35,NA,NA,NA,NA,HovR:n över Skåne och Blekinge,appelate,majority,NA,NA,NA,NA,NA,NA
3586,B 4591-98,36,43,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,0,0,401
3587,B 4591-98,44,53,"42,41,32,29","Munck,Danelius,Blomstrand,Lundius",32,Blomstrand,Högsta domstolen,final,majority,4,5,0,12,401,0
3588,B 4591-98,36,43,30,Håstad,NA,NA,Högsta domstolen,final,minority,1,5,1,0,0,401
3589,B 4787-98,2,6,NA,NA,NA,NA,Köpings TR,first,majority,NA,NA,NA,NA,NA,NA
3590,B 4787-98,7,14,NA,NA,NA,NA,Svea HovR,appelate,majority,NA,NA,NA,NA,NA,NA
3591,B 4787-98,24,32,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,14,401,203
3592,B 4787-98,33,43,"48,38,33,31,30","Beckman,Westlander,Victor,Pripp,Håstad",30,Håstad,Högsta domstolen,final,majority,5,5,0,14,203,401
3593,B 4836-98,4,16,NA,NA,NA,NA,Tierps TR,first,majority,NA,NA,NA,NA,NA,NA
3594,B 4836-98,17,25,NA,NA,NA,NA,Svea HovR,appelate,majority,NA,NA,NA,NA,NA,NA
3595,B 4836-98,26,37,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,14,0,0
3596,B 4836-98,38,45,"52,46,42,41,32","Magnusson,Nyström,Munck,Danelius,Blomstrand",41,Danelius,Högsta domstolen,final,majority,5,10,0,14,0,0
3597,B 4836-98,46,55,"52,46,42,41,30","Magnusson,Nyström,Munck,Danelius,Håstad",41,Danelius,Högsta domstolen,final,majority,5,10,0,12,401,"402,203,205"
3598,B 4868-98,3,10,NA,NA,NA,NA,Helsingborgs TR,first,majority,NA,NA,NA,NA,NA,NA
3599,B 4868-98,11,14,NA,NA,NA,NA,HovR:n över Skåne och Blekinge,appelate,majority,NA,NA,NA,NA,NA,NA
3600,B 4868-98,15,26,"379,46,41","Gregow,Nyström,Danelius",NA,NA,Högsta domstolen,final,majority,3,5,0,14,401,0
3601,B 4868-98,27,30,"44,31","Svensson,Pripp",31,Pripp,Högsta domstolen,final,minority,2,5,0,14,0,401
3602,B 4882-98,4,44,NA,NA,NA,NA,Svea HovR,appelate,majority,NA,NA,NA,NA,NA,NA
3603,B 4882-98,45,54,"52,48,41,37,31","Magnusson,Beckman,Danelius,Lennander,Pripp",37,Lennander,Högsta domstolen,final,majority,5,5,0,12,0,0
3604,B 4933-98,67,106,NA,NA,NA,NA,Stockholms TR,first,majority,NA,NA,NA,NA,NA,NA
3605,B 4933-98,126,145,NA,NA,NA,NA,Svea HovR,appelate,majority,NA,NA,NA,NA,NA,NA
3606,B 4933-98,150,166,"50,48,46","Lind,Beckman,Nyström",NA,NA,Högsta domstolen,final,majority,3,5,0,14,203,401
3607,B 4933-98,166,177,"33,31","Victor,Pripp",33,Victor,Högsta domstolen,final,minority,2,5,0,12,401,203
3608,B 5297-98,2,1,NA,NA,NA,NA,Gotlands TR,first,majority,NA,NA,NA,NA,NA,NA
3609,B 5297-98,2,19,NA,NA,NA,NA,Gotlands TR,first,minority,NA,NA,NA,NA,NA,NA
3610,B 5297-98,20,20,NA,NA,NA,NA,Gotlands TR,first,minority,NA,NA,NA,NA,NA,NA
3611,B 5297-98,21,34,NA,NA,NA,NA,Svea HovR,appelate,majority,NA,NA,NA,NA,NA,NA
3612,B 5297-98,35,48,"52,42,36,35,29","Magnusson,Munck,Thorsson,Regner,Lundius",35,Regner,Högsta domstolen,final,majority,5,5,0,14,401,402
3613,B 820-98,3,18,NA,NA,NA,NA,Lurbergs TR,first,majority,NA,NA,NA,NA,NA,NA
3614,B 820-98,19,24,NA,NA,NA,NA,HovR:n för Västra Sverige,appelate,majority,NA,NA,NA,NA,NA,NA
3615,B 820-98,26,30,NA,NA,NA,NA,HovR:n för Västra Sverige,appelate,minority,NA,NA,NA,NA,NA,NA
3616,B 820-98,31,42,"50,42,41,40,38","Lind,Munck,Danelius,Lambe,Westlander",40,Lambe,Högsta domstolen,final,majority,5,5,0,14,404,0
3617,T 105-98,4,29,NA,NA,NA,NA,Stockholms TR,first,majority,NA,NA,NA,NA,NA,NA
3618,T 105-98,30,33,NA,NA,NA,NA,Svea HovR,appelate,majority,NA,NA,NA,NA,NA,NA
3619,T 105-98,34,51,"48,41,38,32,31","Beckman,Danelius,Westlander,Blomstrand,Pripp",32,Blomstrand,Högsta domstolen,final,majority,5,5,0,14,300,300
3620,T 1352-98,1,25,NA,NA,NA,NA,Hallsbergs TR,first,majority,NA,NA,NA,NA,NA,NA
3621,T 1352-98,26,33,NA,NA,NA,NA,Göta HovR,appelate,majority,NA,NA,NA,NA,NA,NA
3622,T 1352-98,46,51,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,12,0,0
3623,T 1352-98,52,63,"52,33,30","Magnusson,Victor,Håstad",NA,NA,Högsta domstolen,final,majority,3,6,0,13,312,0
3624,T 1352-98,64,69,"46,31","Nyström,Pripp",46,Nyström,Högsta domstolen,final,minority,2,6,0,13,0,0
3625,T 1493-98,2,20,NA,NA,NA,NA,Stockholms TR,first,majority,NA,NA,NA,NA,NA,NA
3626,T 1493-98,24,29,NA,NA,NA,NA,Svea HovR,appelate,majority,NA,NA,NA,NA,NA,NA
3627,T 1493-98,33,41,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,12,0,315
3628,T 1493-98,42,59,"52,37,32,30,29","Magnusson,Lennander,Blomstrand,Håstad,Lundius",30,Håstad,Högsta domstolen,final,majority,5,6,0,12,"315,313",312
3629,T 1493-98,60,67,30,Håstad,NA,NA,Högsta domstolen,final,concurring,1,6,0,14,313,312
3630,T 1857-98,7,6,NA,NA,NA,NA,Ljungby TR,first,majority,NA,NA,NA,NA,NA,NA
3631,T 1857-98,7,20,NA,NA,NA,NA,Ljungby TR,first,minority,NA,NA,NA,NA,NA,NA
3632,T 1857-98,21,38,NA,NA,NA,NA,Göta HovR,appelate,majority,NA,NA,NA,NA,NA,NA
3633,T 1857-98,39,42,NA,NA,NA,NA,Göta HovR,appelate,minority,NA,NA,NA,NA,NA,NA
3634,T 1857-98,43,57,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,13,0,0
3635,T 1857-98,58,73,"42,41,32","Munck,Danelius,Blomstrand",NA,NA,Högsta domstolen,final,majority,3,12,0,23,0,0
3636,T 1857-98,74,84,"30,52","Håstad,Magnusson",30,Håstad,Högsta domstolen,final,minority,2,12,0,13,0,315
3637,T 1857-98,85,95,30,Håstad,30,Håstad,Högsta domstolen,final,concurring,1,12,0,0,0,0
3638,T 1857-98,86,140,NA,NA,NA,NA,Nacka TR,first,majority,NA,NA,NA,NA,NA,NA
3639,T 1857-98,141,150,NA,NA,NA,NA,Svea HovR,appelate,majority,NA,NA,NA,NA,NA,NA
3640,T 1857-98,151,159,NA,NA,NA,NA,Göta HovR,appelate,minority,NA,NA,NA,NA,NA,NA
3641,T 1857-98,160,172,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,13,0,315
3642,T 1857-98,173,184,"42,41,32","Munck,Danelius,Blomstrand",NA,NA,Högsta domstolen,final,majority,3,12,0,23,0,315
3643,T 1857-98,185,186,"30,52","Håstad,Magnusson",30,Håstad,Högsta domstolen,final,minority,2,12,0,13,0,315
3644,T 1857-98,187,187,30,Håstad,30,Håstad,Högsta domstolen,final,concurring,1,12,0,0,0,0
3645,T 1883-98,6,14,NA,NA,NA,NA,Stockholms TR,first,majority,NA,NA,NA,NA,NA,NA
3646,T 1883-98,17,24,NA,NA,NA,NA,Svea HovR,appelate,majority,NA,NA,NA,NA,NA,NA
3648,T 1883-98,44,59,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,14,0,"312,304"
3649,T 1883-98,60,70,"379,41,394","Gregow,Danelius,Nilsson",NA,NA,Högsta domstolen,final,majority,3,5,0,12,"312,304",0
3650,T 1883-98,71,72,46,Nyström,46,Nyström,Högsta domstolen,final,minority,1,5,0,12,0,"312,304"
3651,T 1883-98,73,84,33,Victor,NA,NA,Högsta domstolen,final,minority,1,5,0,14,"304,312",0
3652,T 2305-98,4,13,NA,NA,NA,NA,Stockholms TR,first,majority,NA,NA,NA,NA,NA,NA
3653,T 2305-98,14,31,NA,NA,NA,NA,Svea HovR,appelate,majority,NA,NA,NA,NA,NA,NA
3654,T 2305-98,32,43,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,12,0,0
3655,T 2305-98,44,50,"48,41,33,30","Beckman,Danelius,Victor,Håstad",NA,NA,Högsta domstolen,final,majority,4,5,0,12,0,0
3656,T 2305-98,51,59,31,Pripp,31,Pripp,Högsta domstolen,final,minority,1,5,0,12,"309,313",312
3657,T 2328-98,2,59,NA,NA,NA,NA,Roslags TR,first,majority,NA,NA,NA,NA,NA,NA
3658,T 2328-98,62,67,NA,NA,NA,NA,Svea HovR,appelate,majority,NA,NA,NA,NA,NA,NA
3659,T 2328-98,71,83,"46,30,28","Nyström,Håstad,Dahllöf",46,Nyström,Högsta domstolen,final,majority,3,5,0,12,312,313
3660,T 2328-98,84,90,"52,35","Magnusson,Regner",NA,NA,Högsta domstolen,final,minority,2,5,0,14,313,312
3661,T 2417-98,1,42,NA,NA,NA,NA,Solna TR,first,majority,NA,NA,NA,NA,NA,NA
3663,T 2417-98,56,66,NA,NA,NA,NA,Svea HovR,appelate,majority,NA,NA,NA,NA,NA,NA
3664,T 2417-98,67,82,"44,37,38,33,31","Svensson,Lennander,Westlander,Victor,Pripp",31,Pripp,Högsta domstolen,final,majority,5,5,0,14,300,0
3665,T 2567-98,1,31,NA,NA,NA,NA,Sollentuna TR,first,majority,NA,NA,NA,NA,NA,NA
3666,T 2567-98,32,44,NA,NA,NA,NA,Svea HovR,appelate,majority,NA,NA,NA,NA,NA,NA
3667,T 2567-98,45,52,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,12,401,0
3668,T 2567-98,53,61,"52,44,42,36,35","Magnusson,Svensson,Munck,Thorsson,Regner",35,Regner,Högsta domstolen,final,majority,5,5,0,12,401,0
3669,T 2814-98,2,28,NA,NA,NA,NA,Gävle TR,first,majority,NA,NA,NA,NA,NA,NA
3670,T 2814-98,29,40,NA,NA,NA,NA,HovR:n för Nedre Norrland,appelate,majority,NA,NA,NA,NA,NA,NA
3671,T 2814-98,41,48,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,0,0,0
3672,T 2814-98,49,56,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,14,300,306
3673,T 2814-98,57,70,"50,42,38,32,29","Lind,Munck,Westlander,Blomstrand,Lundius",32,Blomstrand,Högsta domstolen,final,majority,5,5,0,14,306,300
3674,T 2869-98,1,18,NA,NA,NA,NA,Stockholms TR,first,majority,NA,NA,NA,NA,NA,NA
3675,T 2869-98,19,31,NA,NA,NA,NA,Svea HovR,appelate,majority,NA,NA,NA,NA,NA,NA
3677,T 2869-98,32,40,NA,NA,NA,NA,Svea HovR,appelate,minority,NA,NA,NA,NA,NA,NA
3678,T 2869-98,41,55,"46,42,32,30,29","Nyström,Munck,Blomstrand,Håstad,Lundius",32,Blomstrand,Högsta domstolen,final,majority,5,5,0,14,0,0
3679,T 2955-98,1,36,NA,NA,NA,NA,Stockholms TR,first,majority,NA,NA,NA,NA,NA,NA
3680,T 2955-98,37,42,NA,NA,NA,NA,Svea HovR,appelate,majority,NA,NA,NA,NA,NA,NA
3681,T 2955-98,43,49,NA,NA,NA,NA,Svea HovR,appelate,minority,NA,NA,NA,NA,NA,NA
3682,T 2955-98,50,66,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,14,0,0
3683,T 2955-98,67,84,"52,44,41,37","Magnusson,Svensson,Danelius,Lennander",41,Danelius,Högsta domstolen,final,majority,4,5,0,12,302,0
3684,T 2955-98,85,88,33,Victor,NA,NA,Högsta domstolen,final,minority,1,5,0,14,0,0
3685,T 2973-98,2,39,NA,NA,NA,NA,Örebro TR,first,majority,NA,NA,NA,NA,NA,NA
3686,T 2973-98,40,49,NA,NA,NA,NA,Göta HovR,appelate,majority,NA,NA,NA,NA,NA,NA
3687,T 2973-98,50,56,NA,NA,NA,NA,Göta HovR,appelate,minority,NA,NA,NA,NA,NA,NA
3688,T 2973-98,57,67,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,14,"306,203",401
3689,T 2973-98,68,75,"44,41,38,29","Svensson,Danelius,Westlander,Lundius",41,Danelius,Högsta domstolen,final,majority,4,5,0,12,0,0
3690,T 2973-98,76,76,37,Lennander,NA,NA,Högsta domstolen,final,minority,1,5,0,0,0,0
3691,T 30671-98,7,12,NA,NA,NA,NA,Lunds TR,first,majority,NA,NA,NA,NA,NA,NA
3692,T 30671-98,14,33,NA,NA,NA,NA,HovR:n över Skåne och Blekinge,appelate,majority,NA,NA,NA,NA,NA,NA
3693,T 30671-98,38,48,"52,48,37,38,32","Magnusson,Beckman,Lennander,Westlander,Blomstrand",32,Blomstrand,Högsta domstolen,final,majority,5,5,0,0,0,0
3694,T 30672-98,58,68,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,39,305,0
3695,T 30672-98,69,77,"52,42,38,32,30","Magnusson,Munck,Westlander,Blomstrand,Håstad",32,Blomstrand,Högsta domstolen,final,majority,5,5,0,39,305,0
3696,T 3134-98,8,14,NA,NA,NA,NA,Sundsvalls TR,first,majority,NA,NA,NA,NA,NA,NA
3697,T 3134-98,17,26,NA,NA,NA,NA,HovR:n för Nedre Norrland,appelate,majority,NA,NA,NA,NA,NA,NA
3698,T 3134-98,30,39,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,12,0,0
3699,T 3134-98,40,50,"379,42,31","Gregow,Munck,Pripp",NA,NA,Högsta domstolen,final,majority,3,5,0,12,0,0
3700,T 3134-98,51,58,44,Svensson,44,Svensson,Högsta domstolen,final,minority,1,5,0,12,0,0
3701,T 3213-98,1,24,NA,NA,NA,NA,Roslags TR,first,majority,NA,NA,NA,NA,NA,NA
3703,T 3213-98,32,37,NA,NA,NA,NA,Svea HovR,appelate,majority,NA,NA,NA,NA,NA,NA
3704,T 3213-98,38,50,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,14,0,301
3705,T 3213-98,51,62,"379,46,33,30","Gregow,Nyström,Victor,Håstad",30,Håstad,Högsta domstolen,final,majority,4,10,0,12,0,301
3706,T 3213-98,63,65,32,Blomstrand,NA,NA,Högsta domstolen,final,minority,1,10,0,12,301,0
3707,T 3213-98,65,87,NA,NA,NA,NA,Mölndals TR,first,majority,NA,NA,NA,NA,NA,NA
3708,T 3213-98,88,96,NA,NA,NA,NA,Svea HovR,appelate,majority,NA,NA,NA,NA,NA,NA
3709,T 3213-98,97,110,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,14,0,301
3710,T 3213-98,111,123,"379,46,33,30","Gregow,Nyström,Victor,Håstad",30,Håstad,Högsta domstolen,final,majority,4,10,0,12,301,0
3711,T 3213-98,124,126,32,Blomstrand,NA,NA,Högsta domstolen,final,minority,1,10,0,12,0,0
3712,T 3310-98,2,73,NA,NA,NA,NA,Solna TR,first,majority,NA,NA,NA,NA,NA,NA
3714,T 3310-98,95,103,NA,NA,NA,NA,Svea HovR,appelate,majority,NA,NA,NA,NA,NA,NA
3715,T 3310-98,104,121,"52,44,41,36,32","Magnusson,Svensson,Danelius,Thorsson,Blomstrand",32,Blomstrand,Högsta domstolen,final,majority,5,5,0,14,312,"304,313"
3716,T 3832-98,9,24,NA,NA,NA,NA,Stockholms TR,first,majority,NA,NA,NA,NA,NA,NA
3717,T 3832-98,25,26,NA,NA,NA,NA,Stockholms TR,first,minority,NA,NA,NA,NA,NA,NA
3718,T 3832-98,30,39,NA,NA,NA,NA,Svea HovR,appelate,majority,NA,NA,NA,NA,NA,NA
3719,T 3832-98,45,59,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,12,315,0
3720,T 3832-98,60,74,"379,42,32,29","Gregow,Munck,Blomstrand,Lundius",29,Lundius,Högsta domstolen,final,majority,4,5,0,14,315,0
3721,T 3832-98,75,87,30,Håstad,NA,NA,Högsta domstolen,final,minority,1,5,0,14,0,315
3722,T 3840-98,3,20,NA,NA,NA,NA,Göteborgs TR,first,majority,NA,NA,NA,NA,NA,NA
3723,T 3840-98,21,23,NA,NA,NA,NA,HovR:n för Västra Sverige,appelate,majority,NA,NA,NA,NA,NA,NA
3724,T 3840-98,24,34,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,13,0,0
3725,T 3840-98,35,48,"42,37,38,30,29","Munck,Lennander,Westlander,Håstad,Lundius",30,Håstad,Högsta domstolen,final,majority,5,5,0,13,309,304
3726,T 4167-98,1,30,NA,NA,NA,NA,Kristianstads TR,first,majority,NA,NA,NA,NA,NA,NA
3727,T 4167-98,31,42,NA,NA,NA,NA,Svea HovR,appelate,majority,NA,NA,NA,NA,NA,NA
3728,T 4167-98,43,50,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,10,0,0
3729,T 4167-98,51,66,"46,32,31","Nyström,Blomstrand,Pripp",46,Nyström,Högsta domstolen,final,majority,3,5,0,10,0,0
3730,T 4167-98,67,71,"48,52","Beckman,Magnusson",NA,NA,Högsta domstolen,final,minority,2,5,0,12,0,0
3731,T 4247-98,9,30,NA,NA,NA,NA,Stockholms TR,first,majority,NA,NA,NA,NA,NA,NA
3732,T 4247-98,31,51,NA,NA,NA,NA,Svea HovR,appelate,majority,NA,NA,NA,NA,NA,NA
3733,T 4247-98,52,76,"52,42,38,31,30","Magnusson,Munck,Westlander,Pripp,Håstad",30,Håstad,Högsta domstolen,final,majority,5,6,0,14,"300,302",300
3734,T 4247-98,77,80,30,Håstad,30,Håstad,Högsta domstolen,final,concurring,1,6,0,14,"300,302",300
3735,T 4530-98,15,30,NA,NA,NA,NA,Stockholms TR,first,majority,NA,NA,NA,NA,NA,NA
3736,T 4530-98,33,45,NA,NA,NA,NA,Svea HovR,appelate,majority,NA,NA,NA,NA,NA,NA
3737,T 4530-98,46,60,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,14,0,300
3738,T 4530-98,61,70,"48,44,37,38,31","Beckman,Svensson,Lennander,Westlander,Pripp",31,Pripp,Högsta domstolen,final,majority,5,5,0,14,300,0
3739,T 4689-98,4,30,NA,NA,NA,NA,Göteborgs TR,first,majority,NA,NA,NA,NA,NA,NA
3740,T 4689-98,32,48,NA,NA,NA,NA,HovR:n för Västra Sverige,appelate,majority,NA,NA,NA,NA,NA,NA
3741,T 4689-98,49,62,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,14,314,314
3742,T 4689-98,63,74,"52,42,30","Magnusson,Munck,Håstad",42,Munck,Högsta domstolen,final,majority,3,6,0,12,314,314
3743,T 4689-98,75,82,"46,41","Nyström,Danelius",NA,NA,Högsta domstolen,final,minority,2,6,0,12,314,314
3744,T 4707-98,102,104,NA,NA,NA,NA,Stockholms TR,first,majority,NA,NA,NA,NA,NA,NA
3745,T 4707-98,0,0,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA
3746,T 4707-98,0,0,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA
3747,T 483-98,1,20,NA,NA,NA,NA,Ljungby TR,first,majority,NA,NA,NA,NA,NA,NA
3748,T 483-98,6,20,NA,NA,NA,NA,Ljungby TR,first,minority,NA,NA,NA,NA,NA,NA
3749,T 483-98,21,38,NA,NA,NA,NA,Göta HovR,appelate,majority,NA,NA,NA,NA,NA,NA
3750,T 483-98,39,42,NA,NA,NA,NA,Göta HovR,appelate,minority,NA,NA,NA,NA,NA,NA
3751,T 483-98,43,57,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,13,315,0
3752,T 483-98,58,73,"42,41,32","Munck,Danelius,Blomstrand",NA,NA,Högsta domstolen,final,majority,3,12,0,14,315,0
3753,T 483-98,74,85,"30,52","Håstad,Magnusson",30,Håstad,Högsta domstolen,final,minority,2,12,0,14,315,0
3754,T 483-98,86,86,30,Håstad,NA,NA,Högsta domstolen,final,concurring,1,12,0,12,0,0
3755,T 483-98,87,141,NA,NA,NA,NA,Nacka TR,first,majority,NA,NA,NA,NA,NA,NA
3756,T 483-98,142,150,NA,NA,NA,NA,Svea HovR,appelate,majority,NA,NA,NA,NA,NA,NA
3757,T 483-98,151,160,NA,NA,NA,NA,Svea HovR,appelate,minority,NA,NA,NA,NA,NA,NA
3758,T 483-98,161,173,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,12,0,315
3759,T 483-98,174,183,"42,41,32","Munck,Danelius,Blomstrand",NA,NA,Högsta domstolen,final,majority,3,12,0,12,0,315
3760,T 483-98,184,186,"30,52","Håstad,Magnusson",30,Håstad,Högsta domstolen,final,minority,2,12,0,12,0,315
3761,T 483-98,187,187,30,Håstad,NA,NA,Högsta domstolen,final,concurring,1,12,0,0,0,0
3762,T 4958-98,6,14,NA,NA,NA,NA,Stockholms TR,first,majority,NA,NA,NA,NA,NA,NA
3763,T 4958-98,15,25,NA,NA,NA,NA,Svea HovR,appelate,majority,NA,NA,NA,NA,NA,NA
3764,T 4958-98,26,32,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,12,"300,315",308
3765,T 4958-98,33,47,"38,35,31","Westlander,Regner,Pripp",38,Westlander,Högsta domstolen,final,majority,3,10,0,13,308,300
3766,T 4958-98,48,56,"44,48","Svensson,Beckman",NA,NA,Högsta domstolen,final,minority,2,10,0,12,300,308
3767,T 4958-98,57,70,NA,NA,NA,NA,Stockholms TR,first,majority,NA,NA,NA,NA,NA,NA
3768,T 4958-98,71,90,NA,NA,NA,NA,Stockholms TR,first,minority,NA,NA,NA,NA,NA,NA
3769,T 4958-98,91,104,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,13,308,300
3770,T 4958-98,105,119,"38,35,31","Westlander,Regner,Pripp",38,Westlander,Högsta domstolen,final,majority,3,10,0,12,308,300
3772,T 4958-98,119,123,"44,48","Svensson,Beckman",NA,NA,Högsta domstolen,final,minority,2,10,0,12,300,308
3773,T 4973-98,2,12,NA,NA,NA,NA,Karlstads TR,first,majority,NA,NA,NA,NA,NA,NA
3774,T 4973-98,15,19,NA,NA,NA,NA,HovR:n för Västra Sverige,appelate,majority,NA,NA,NA,NA,NA,NA
3775,T 4973-98,24,32,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,12,0,0
3776,T 4973-98,33,48,"379,46,42,33,29","Gregow,Nyström,Munck,Victor,Lundius",33,Victor,Högsta domstolen,final,majority,5,5,0,12,0,0
3777,T 4984-98,2,30,NA,NA,NA,NA,Jönköpings TR,first,majority,NA,NA,NA,NA,NA,NA
3778,T 4984-98,31,39,NA,NA,NA,NA,Jönköpings TR,first,minority,NA,NA,NA,NA,NA,NA
3779,T 4984-98,42,51,NA,NA,NA,NA,Göta HovR,appelate,majority,NA,NA,NA,NA,NA,NA
3780,T 4984-98,57,83,"52,44,41,37,31","Magnusson,Svensson,Danelius,Lennander,Pripp",44,Svensson,Högsta domstolen,final,majority,5,5,0,14,0,0
3781,T 5001-98,6,13,NA,NA,NA,NA,Stockholms TR,first,majority,NA,NA,NA,NA,NA,NA
3782,T 5001-98,14,23,NA,NA,NA,NA,Svea HovR,appelate,majority,NA,NA,NA,NA,NA,NA
