opinion_id,case_num,start_paragraph_id,stop_paragraph_id,author_appointment_id,author_last_name,ref_appointment_id,ref_last_name,institution_name,institution_class,opinion_class,opinion_size,panel_size,adopt_clerk,intent_deference,interests_positively_affected,interests_negatively_affected
10781,T 444-82,22,25,NA,NA,NA,NA,HovR:n för Västra Sverige,appelate,minority,NA,NA,NA,NA,NA,NA
10782,T 444-82,26,31,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,12,0,0
10783,T 444-82,26,31,"328,70,378,401,54","Westerlind,Hessler,Knutsson,Palm,Broomé",378,Knutsson,Högsta domstolen,final,majority,5,5,1,12,0,0
10784,T 449-82,1,4,NA,NA,NA,NA,Göta HovR,appelate,majority,NA,NA,NA,NA,NA,NA
10785,T 449-82,5,8,NA,NA,NA,NA,Göta HovR,appelate,minority,NA,NA,NA,NA,NA,NA
10786,T 449-82,9,12,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,12,0,0
10787,T 449-82,9,12,"375,72,66,65,51","Hult,Welamson,Knutsson,Persson,Freyschuss",72,Welamson,Högsta domstolen,final,majority,5,5,1,12,0,0
10788,T 449-85,1,17,NA,NA,NA,NA,"Stockholms TR, vattendomstolen",first,majority,NA,NA,NA,NA,NA,NA
10789,T 449-85,18,27,NA,NA,NA,NA,"Svea HovR, vattenöverdomstolen",appelate,majority,NA,NA,NA,NA,NA,NA
10790,T 449-85,31,43,"75,63,48,47,45","Brundin,Palm,Beckman,Solerud,Beckman",45,Beckman,Högsta domstolen,final,majority,5,5,0,14,301,0
10791,T 45-81,2,46,NA,NA,NA,NA,Uppsala läns södra TR,first,majority,NA,NA,NA,NA,NA,NA
10792,T 45-81,49,56,NA,NA,NA,NA,Svea HovR,appelate,majority,NA,NA,NA,NA,NA,NA
10793,T 45-81,57,62,NA,NA,NA,NA,Svea HovR,appelate,minority,NA,NA,NA,NA,NA,NA
10794,T 45-81,66,82,"375,75,72,70,58","Hult,Brundin,Welamson,Hessler,Jermsten",72,Welamson,Högsta domstolen,final,majority,5,5,0,14,0,315
10795,T 45-83,1,29,NA,NA,NA,NA,Kalmar TR,first,majority,NA,NA,NA,NA,NA,NA
10796,T 45-83,30,42,NA,NA,NA,NA,Göta HovR,appelate,majority,NA,NA,NA,NA,NA,NA
10797,T 45-83,43,56,NA,NA,NA,NA,Göta HovR,appelate,minority,NA,NA,NA,NA,NA,NA
10798,T 45-83,57,78,"376,65,54,53","Holmberg,Persson,Broomé,Gad",53,Gad,Högsta domstolen,final,majority,4,5,0,12,312,"315,312"
10799,T 45-83,79,86,48,Beckman,NA,NA,Högsta domstolen,final,minority,1,5,0,12,315,0
10800,T 451-81,8,19,NA,NA,NA,NA,Gotlands TR,first,majority,NA,NA,NA,NA,NA,NA
10801,T 451-81,20,29,NA,NA,NA,NA,Svea HovR,appelate,majority,NA,NA,NA,NA,NA,NA
10802,T 451-81,30,33,NA,NA,NA,NA,Svea HovR,appelate,minority,NA,NA,NA,NA,NA,NA
10803,T 451-81,34,42,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,12,313,312
10804,T 451-81,34,42,"375,72,64,58,324","Hult,Welamson,Vängby,Jermsten,Gad",58,Jermsten,Högsta domstolen,final,majority,5,5,1,12,313,312
10805,T 451-88,11,21,NA,NA,NA,NA,Stockholms TR,first,majority,NA,NA,NA,NA,NA,NA
10806,T 451-88,29,39,NA,NA,NA,NA,Svea HovR,appelate,majority,NA,NA,NA,NA,NA,NA
10807,T 451-88,42,58,"380,64,46,45","Nyman,Vängby,Nyström,Beckman",46,Nyström,Högsta domstolen,final,majority,4,5,0,12,300,0
10808,T 451-88,59,59,48,Beckman,NA,NA,Högsta domstolen,final,minority,1,5,0,0,0,0
10809,T 454-85,5,15,NA,NA,NA,NA,Uppsala TR,first,majority,NA,NA,NA,NA,NA,NA
10810,T 454-85,16,25,NA,NA,NA,NA,Svea HovR,appelate,majority,NA,NA,NA,NA,NA,NA
10811,T 454-85,26,38,NA,NA,NA,NA,Svea HovR,appelate,minority,NA,NA,NA,NA,NA,NA
10812,T 454-85,39,49,"75,65,379,46,44","Brundin,Persson,Gregow,Nyström,Svensson",44,Svensson,Högsta domstolen,final,majority,5,5,0,14,101,300
10813,T 454-86,5,11,NA,NA,NA,NA,Stockholms TR,first,majority,NA,NA,NA,NA,NA,NA
10814,T 454-86,14,18,NA,NA,NA,NA,Svea HovR,appelate,majority,NA,NA,NA,NA,NA,NA
10815,T 454-86,22,31,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,12,315,0
10816,T 454-86,22,31,"72,64,62,56,48","Welamson,Vängby,Bengtsson,Heuman,Beckman",48,Beckman,Högsta domstolen,final,majority,5,5,1,12,315,0
10817,T 454-88,5,12,NA,NA,NA,NA,Falu TR,first,majority,NA,NA,NA,NA,NA,NA
10818,T 454-88,13,23,NA,NA,NA,NA,Svea HovR,appelate,majority,NA,NA,NA,NA,NA,NA
10819,T 454-88,24,30,NA,NA,NA,NA,Svea HovR,appelate,minority,NA,NA,NA,NA,NA,NA
10820,T 454-88,31,31,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,0,0,314
10821,T 454-88,32,42,"66,60,51,46,44","Knutsson,Rydin,Freyschuss,Nyström,Svensson",44,Svensson,Högsta domstolen,final,majority,5,5,0,14,0,314
10822,T 455-83,5,19,NA,NA,NA,NA,Västerås TR,first,majority,NA,NA,NA,NA,NA,NA
10823,T 455-83,24,38,NA,NA,NA,NA,Svea HovR,appelate,majority,NA,NA,NA,NA,NA,NA
10824,T 455-83,39,39,NA,NA,NA,NA,Svea HovR,appelate,minority,NA,NA,NA,NA,NA,NA
10825,T 455-83,43,55,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,14,0,316
10826,T 455-83,56,73,"83,71,64,401,52","Hesser,Nyman,Vängby,Palm,Magnusson",64,Vängby,Högsta domstolen,final,majority,5,5,0,14,0,316
10827,T 457-82,30,32,NA,NA,NA,NA,Svea HovR,appelate,minority,NA,NA,NA,NA,NA,NA
10828,T 457-82,36,40,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,14,0,0
10829,T 457-82,36,40,"73,66,65,62,51","Mannerfelt,Knutsson,Persson,Bengtsson,Freyschuss",66,Knutsson,Högsta domstolen,final,majority,5,5,1,14,0,0
10830,T 457-87,2,16,NA,NA,NA,NA,Sollentuna TR,first,majority,NA,NA,NA,NA,NA,NA
10831,T 457-87,19,30,NA,NA,NA,NA,Svea HovR,appelate,majority,NA,NA,NA,NA,NA,NA
10832,T 457-87,34,48,"62,324,47,44,41","Bengtsson,Gad,Solerud,Svensson,Danelius",41,Danelius,Högsta domstolen,final,majority,5,5,0,14,0,0
10833,T 458-82,3,17,NA,NA,NA,NA,Malmö TR,first,majority,NA,NA,NA,NA,NA,NA
10834,T 458-82,18,27,NA,NA,NA,NA,HovR:n över Skåne och Blekinge,appelate,majority,NA,NA,NA,NA,NA,NA
10835,T 458-82,28,36,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,12,0,316
10836,T 458-82,37,48,"71,64,63,382,52","Nyman,Vängby,Palm,Ehrner,Magnusson",64,Vängby,Högsta domstolen,final,majority,5,5,0,14,0,316
10837,T 471-82,1,33,NA,NA,NA,NA,Malmö TR,first,majority,NA,NA,NA,NA,NA,NA
10838,T 471-82,34,44,NA,NA,NA,NA,Malmö TR,first,minority,NA,NA,NA,NA,NA,NA
10839,T 471-82,45,54,NA,NA,NA,NA,HovR:n över Skåne och Blekinge,appelate,majority,NA,NA,NA,NA,NA,NA
10840,T 471-82,55,55,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,12,0,0
10841,T 471-82,56,63,"84,72,380,65,58","Gyllensvärd,Welamson,Nyman,Persson,Jermsten",380,Nyman,Högsta domstolen,final,majority,5,5,0,12,0,315
10842,T 474-85,1,29,NA,NA,NA,NA,Stockholms TR,first,majority,NA,NA,NA,NA,NA,NA
10843,T 474-85,30,43,NA,NA,NA,NA,Svea HovR,appelate,majority,NA,NA,NA,NA,NA,NA
10844,T 474-85,44,54,NA,NA,NA,NA,Svea HovR,appelate,minority,NA,NA,NA,NA,NA,NA
10845,T 474-85,55,70,"66,56,55","Knutsson,Heuman,Gregow",55,Gregow,Högsta domstolen,final,majority,3,5,0,14,200,0
10846,T 474-85,71,82,"50,65","Lind,Persson",NA,NA,Högsta domstolen,final,minority,2,5,0,14,300,200
10847,T 477-87,8,13,NA,NA,NA,NA,Luleå TR,first,majority,NA,NA,NA,NA,NA,NA
10848,T 477-87,16,27,NA,NA,NA,NA,HovR:n för Övre Norrland,appelate,majority,NA,NA,NA,NA,NA,NA
10849,T 477-87,32,46,"378,65,56,47,42","Knutsson,Persson,Heuman,Solerud,Munck",56,Heuman,Högsta domstolen,final,majority,5,5,0,14,0,0
10850,T 479-81,11,30,NA,NA,NA,NA,Malmö TR,first,majority,NA,NA,NA,NA,NA,NA
10851,T 479-81,31,38,NA,NA,NA,NA,HovR:n över Skåne och Blekinge,appelate,majority,NA,NA,NA,NA,NA,NA
10852,T 479-81,44,54,"78,71,54","Fredlund,Nyman,Broomé",54,Broomé,Högsta domstolen,final,majority,3,5,0,12,300,102
10853,T 479-81,55,64,"50,48","Lind,Beckman",NA,NA,Högsta domstolen,final,minority,2,5,0,12,102,300
10854,T 479-82,27,39,NA,NA,NA,NA,Linköpings TR,first,majority,NA,NA,NA,NA,NA,NA
10855,T 479-82,40,43,NA,NA,NA,NA,Göta HovR,appelate,majority,NA,NA,NA,NA,NA,NA
10856,T 479-82,44,44,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,0,0,0
10857,T 479-82,44,44,"376,72,65,324,50","Holmberg,Welamson,Persson,Gad,Lind",65,Persson,Högsta domstolen,final,majority,5,10,1,0,0,0
10858,T 479-82,46,73,NA,NA,NA,NA,Varbergs TR,first,majority,NA,NA,NA,NA,NA,NA
10859,T 479-82,74,90,NA,NA,NA,NA,HovR:n för Västra Sverige,appelate,majority,NA,NA,NA,NA,NA,NA
10860,T 479-82,91,91,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,0,315,0
10861,T 479-82,92,101,"376,72,65,324,50","Holmberg,Welamson,Persson,Gad,Lind",65,Persson,Högsta domstolen,final,majority,5,10,0,12,315,0
10862,T 48-88,4,17,NA,NA,NA,NA,Sölvesborgs TR,first,majority,NA,NA,NA,NA,NA,NA
10863,T 48-88,18,30,NA,NA,NA,NA,HovR:n över Skåne och Blekinge,appelate,majority,NA,NA,NA,NA,NA,NA
10864,T 48-88,31,40,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,14,316,0
10865,T 48-88,41,59,"377,63,55,51,47","Höglund,Palm,Gregow,Freyschuss,Solerud",47,Solerud,Högsta domstolen,final,majority,5,16,0,14,315,0
10866,T 48-88,63,69,NA,NA,NA,NA,Stockholms TR,first,majority,NA,NA,NA,NA,NA,NA
10867,T 48-88,70,75,NA,NA,NA,NA,Svea HovR,appelate,majority,NA,NA,NA,NA,NA,NA
10868,T 48-88,76,83,NA,NA,NA,NA,Svea HovR,appelate,minority,NA,NA,NA,NA,NA,NA
10869,T 48-88,84,94,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,14,315,0
10870,T 48-88,95,111,"377,63,55,51,47","Höglund,Palm,Gregow,Freyschuss,Solerud",51,Freyschuss,Högsta domstolen,final,majority,5,16,0,14,315,0
10871,T 48-88,112,127,NA,NA,NA,NA,Stockholms TR,first,majority,NA,NA,NA,NA,NA,NA
10872,T 48-88,128,136,NA,NA,NA,NA,Svea HovR,appelate,majority,NA,NA,NA,NA,NA,NA
10873,T 48-88,137,140,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,14,315,0
10875,T 48-88,145,155,"377,63,55,51,47","Höglund,Palm,Gregow,Freyschuss,Solerud",51,Freyschuss,Högsta domstolen,final,majority,5,16,0,14,315,0
10876,T 483-81,7,20,NA,NA,NA,NA,Stockholms TR,first,majority,NA,NA,NA,NA,NA,NA
10877,T 483-81,21,22,NA,NA,NA,NA,Stockholms TR,first,minority,NA,NA,NA,NA,NA,NA
10878,T 483-81,23,29,NA,NA,NA,NA,Svea HovR,appelate,majority,NA,NA,NA,NA,NA,NA
10879,T 483-81,30,32,NA,NA,NA,NA,Svea HovR,appelate,minority,NA,NA,NA,NA,NA,NA
10880,T 483-81,33,37,NA,NA,NA,NA,Svea HovR,appelate,minority,NA,NA,NA,NA,NA,NA
10881,T 483-81,38,46,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,12,0,309
10882,T 483-81,47,57,"73,70,378,401,54","Mannerfelt,Hessler,Knutsson,Palm,Broomé",378,Knutsson,Högsta domstolen,final,majority,5,5,0,12,0,309
10883,T 487-87,2,26,NA,NA,NA,NA,Stockholms TR,first,majority,NA,NA,NA,NA,NA,NA
10884,T 487-87,27,28,NA,NA,NA,NA,Svea HovR,appelate,majority,NA,NA,NA,NA,NA,NA
10885,T 487-87,31,33,NA,NA,NA,NA,försäkringsinspektionen,other,other,NA,NA,NA,NA,NA,NA
10886,T 487-87,53,60,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,14,0,0
10887,T 487-87,61,69,"58,55,48,43,41","Jermsten,Gregow,Beckman,Törnell,Danelius",43,Törnell,Högsta domstolen,final,majority,5,5,0,14,0,0
10888,T 488-82,11,16,NA,NA,NA,NA,Handens TR,first,majority,NA,NA,NA,NA,NA,NA
10889,T 488-82,17,20,NA,NA,NA,NA,Handens TR,first,minority,NA,NA,NA,NA,NA,NA
10890,T 488-82,21,30,NA,NA,NA,NA,Svea HovR,appelate,majority,NA,NA,NA,NA,NA,NA
10891,T 488-82,31,31,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,0,0,0
10892,T 488-82,32,41,"72,378,401,52,49","Welamson,Knutsson,Palm,Magnusson,Bergqvist",401,Palm,Högsta domstolen,final,majority,5,5,0,12,0,0
10893,T 488-83,1,12,NA,NA,NA,NA,Roslags TR,first,majority,NA,NA,NA,NA,NA,NA
10894,T 488-83,13,24,NA,NA,NA,NA,Svea HovR,appelate,majority,NA,NA,NA,NA,NA,NA
10895,T 488-83,25,25,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,12,0,0
10896,T 488-83,26,40,"376,73,380,54,324","Holmberg,Mannerfelt,Nyman,Broomé,Gad",54,Broomé,Högsta domstolen,final,majority,5,5,0,14,101,0
10897,T 489-86,2,25,NA,NA,NA,NA,Örebro TR,first,majority,NA,NA,NA,NA,NA,NA
10898,T 489-86,26,32,NA,NA,NA,NA,Svea HovR,appelate,majority,NA,NA,NA,NA,NA,NA
10899,T 489-86,33,46,"380,382,48","Nyman,Ehrner,Beckman",382,Ehrner,Högsta domstolen,final,majority,3,5,0,14,306,401
10900,T 489-86,47,55,"46,377","Nyström,Höglund",NA,NA,Högsta domstolen,final,minority,2,5,0,12,401,306
10901,T 49-80,1,14,NA,NA,NA,NA,Växjö TR,first,majority,NA,NA,NA,NA,NA,NA
10902,T 49-80,15,18,NA,NA,NA,NA,Göta HovR,appelate,majority,NA,NA,NA,NA,NA,NA
10903,T 490-85,2,28,NA,NA,NA,NA,Södertälje TR,first,majority,NA,NA,NA,NA,NA,NA
10904,T 490-85,48,54,NA,NA,NA,NA,Svenska försäkringsbolags riksförbund,other,other,NA,NA,NA,NA,NA,NA
10905,T 490-85,35,44,NA,NA,NA,NA,HovR:n för Övre Norrland,appelate,majority,NA,NA,NA,NA,NA,NA
10906,T 490-85,56,59,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,0,0,0
10907,T 490-85,60,84,"76,326,382,51,46","Höglund,Stark,Ehrner,Freyschuss,Nyström",382,Ehrner,Högsta domstolen,final,majority,5,5,0,14,315,0
10908,T 491-88,6,6,NA,NA,NA,NA,Svea HovR,appelate,majority,NA,NA,NA,NA,NA,NA
10909,T 491-88,7,13,NA,NA,NA,NA,Svea HovR,appelate,majority,NA,NA,NA,NA,NA,NA
10910,T 491-88,14,14,NA,NA,NA,NA,Svea HovR,appelate,minority,NA,NA,NA,NA,NA,NA
10911,T 491-88,19,28,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,12,0,0
10912,T 491-88,29,42,"63,56,50,47,41","Palm,Heuman,Lind,Solerud,Danelius",56,Heuman,Högsta domstolen,final,majority,5,5,0,14,0,0
10913,T 493-81,7,19,NA,NA,NA,NA,Falu TR,first,majority,NA,NA,NA,NA,NA,NA
10914,T 493-81,22,29,NA,NA,NA,NA,Svea HovR,appelate,majority,NA,NA,NA,NA,NA,NA
10915,T 493-81,33,33,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,0,0,0
10916,T 493-81,33,33,"377,73,68,67,55","Höglund,Mannerfelt,Nordenson,Nyman,Gregow",68,Nordenson,Högsta domstolen,final,majority,5,5,1,0,0,0
10917,T 493-86,7,23,NA,NA,NA,NA,Borås TR,first,majority,NA,NA,NA,NA,NA,NA
10918,T 493-86,24,37,NA,NA,NA,NA,HovR:n för Västra Sverige,appelate,majority,NA,NA,NA,NA,NA,NA
10919,T 493-86,38,43,NA,NA,NA,NA,HovR:n för Västra Sverige,appelate,minority,NA,NA,NA,NA,NA,NA
10920,T 493-86,44,50,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,12,0,0
10921,T 493-86,44,50,"75,65,58,51,48","Brundin,Persson,Jermsten,Freyschuss,Beckman",58,Jermsten,Högsta domstolen,final,majority,5,5,1,12,0,0
10924,T 497-83,7,17,NA,NA,NA,NA,Stockholms TR,first,majority,NA,NA,NA,NA,NA,NA
10926,T 497-83,18,19,NA,NA,NA,NA,Stockholms TR,first,minority,NA,NA,NA,NA,NA,NA
10927,T 497-83,20,22,NA,NA,NA,NA,Stockholms TR,first,minority,NA,NA,NA,NA,NA,NA
10928,T 497-83,23,31,NA,NA,NA,NA,Svea HovR,appelate,majority,NA,NA,NA,NA,NA,NA
10930,T 497-83,35,44,"72,65,62,382,49","Welamson,Persson,Bengtsson,Ehrner,Bergqvist",65,Persson,Högsta domstolen,final,majority,5,5,0,14,0,300
10933,T 50-88,1,22,NA,NA,NA,NA,Växjö TR,first,majority,NA,NA,NA,NA,NA,NA
10934,T 50-88,23,28,NA,NA,NA,NA,Växjö TR,first,minority,NA,NA,NA,NA,NA,NA
10935,T 50-88,29,35,NA,NA,NA,NA,Göta HovR,appelate,majority,NA,NA,NA,NA,NA,NA
10936,T 50-88,63,71,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,12,0,0
10937,T 50-88,72,89,"55,47,44,40","Gregow,Solerud,Svensson,Lambe",47,Solerud,Högsta domstolen,final,majority,4,5,0,12,312,314
10938,T 50-88,90,91,64,Vängby,NA,NA,Högsta domstolen,final,minority,1,5,0,12,312,314
10939,T 500-87,2,20,NA,NA,NA,NA,Växjö TR,first,majority,NA,NA,NA,NA,NA,NA
10940,T 500-87,21,30,NA,NA,NA,NA,Göta HovR,appelate,majority,NA,NA,NA,NA,NA,NA
10941,T 500-87,31,31,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,0,0,0
10942,T 500-87,32,37,"66,56,47,46,42","Knutsson,Heuman,Solerud,Nyström,Munck",42,Munck,Högsta domstolen,final,majority,5,6,0,12,0,0
10943,T 502-88,12,20,NA,NA,NA,NA,Stockholms TR,first,majority,NA,NA,NA,NA,NA,NA
10944,T 502-88,21,31,NA,NA,NA,NA,Svea HovR,appelate,majority,NA,NA,NA,NA,NA,NA
10945,T 502-88,32,32,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,0,0,0
10946,T 502-88,33,39,"67,60,58,46,41","Nyman,Rydin,Jermsten,Nyström,Danelius",41,Danelius,Högsta domstolen,final,majority,5,5,0,12,0,0
10947,T 503-85,2,17,NA,NA,NA,NA,Mölndals TR,first,majority,NA,NA,NA,NA,NA,NA
10948,T 503-85,18,38,NA,NA,NA,NA,HovR:n för Västra Sverige,appelate,majority,NA,NA,NA,NA,NA,NA
10949,T 503-85,39,48,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,14,0,0
10950,T 503-85,49,61,"75,65,62,60,44","Brundin,Persson,Bengtsson,Rydin,Svensson",62,Bengtsson,Högsta domstolen,final,majority,5,10,0,14,300,300
10951,T 503-85,62,105,NA,NA,NA,NA,Södra Roslags TR,first,majority,NA,NA,NA,NA,NA,NA
10952,T 503-85,106,113,NA,NA,NA,NA,Södra Roslags TR,first,minority,NA,NA,NA,NA,NA,NA
10953,T 503-85,114,122,NA,NA,NA,NA,Svea HovR,appelate,majority,NA,NA,NA,NA,NA,NA
10954,T 503-85,123,132,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,14,0,0
10955,T 503-85,133,148,"75,65,62,60,44","Brundin,Persson,Bengtsson,Rydin,Svensson",62,Bengtsson,Högsta domstolen,final,majority,5,10,0,14,0,0
10956,T 504-81,1,19,NA,NA,NA,NA,Nyköpings TR,first,majority,NA,NA,NA,NA,NA,NA
10957,T 504-81,20,29,NA,NA,NA,NA,Svea HovR,appelate,majority,NA,NA,NA,NA,NA,NA
10958,T 504-81,30,39,NA,NA,NA,NA,Svea HovR,appelate,minority,NA,NA,NA,NA,NA,NA
10959,T 504-81,40,61,"375,82,62,54,52","Hult,Holmberg,Bengtsson,Broomé,Magnusson",62,Bengtsson,Högsta domstolen,final,majority,5,15,0,14,0,100
10960,T 504-81,61,92,NA,NA,NA,NA, Södra Roslags TR,first,majority,NA,NA,NA,NA,NA,NA
10961,T 504-81,93,96,NA,NA,NA,NA, Södra Roslags TR,first,minority,NA,NA,NA,NA,NA,NA
10962,T 504-81,97,117,NA,NA,NA,NA,Svea HovR,appelate,majority,NA,NA,NA,NA,NA,NA
10963,T 504-81,118,131,"375,376,62,54,52","Hult,Holmberg,Bengtsson,Broomé,Magnusson",62,Bengtsson,Högsta domstolen,final,majority,5,15,0,12,100,0
10964,T 504-81,132,161,NA,NA,NA,NA,Skövde TR,first,majority,NA,NA,NA,NA,NA,NA
10965,T 504-81,162,180,NA,NA,NA,NA,Göta HovR,appelate,majority,NA,NA,NA,NA,NA,NA
10966,T 504-81,181,205,"62,54,52","Bengtsson,Broomé,Magnusson",62,Bengtsson,Högsta domstolen,final,majority,3,15,0,14,0,100
10967,T 504-81,206,209,"375,82","Hult,Holmberg",NA,NA,Högsta domstolen,final,minority,2,15,0,12,100,0
10968,T 505-83,2,23,NA,NA,NA,NA,Lunds TR,first,majority,NA,NA,NA,NA,NA,NA
10969,T 505-83,26,33,NA,NA,NA,NA,HovR:n över Skåne och Blekinge,appelate,majority,NA,NA,NA,NA,NA,NA
10970,T 505-83,37,59,"76,75,67,64,51","Höglund,Brundin,Nyman,Vängby,Freyschuss",64,Vängby,Högsta domstolen,final,majority,5,5,0,14,301,301
10971,T 505-87,7,28,NA,NA,NA,NA,Helsingborgs TR,first,majority,NA,NA,NA,NA,NA,NA
10972,T 505-87,29,49,NA,NA,NA,NA,HovR:n över Skåne och Blekinge,appelate,majority,NA,NA,NA,NA,NA,NA
10973,T 505-87,50,50,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,0,0,0
10974,T 505-87,50,50,"377,63,56,55,43","Höglund,Palm,Heuman,Gregow,Törnell",63,Palm,Högsta domstolen,final,majority,5,5,1,0,0,0
10975,T 508-88,4,24,NA,NA,NA,NA,Göteborgs TR,first,majority,NA,NA,NA,NA,NA,NA
10976,T 508-88,25,32,NA,NA,NA,NA,Göteborgs TR,first,minority,NA,NA,NA,NA,NA,NA
10977,T 508-88,34,40,NA,NA,NA,NA,HovR:n för Västra Sverige,appelate,majority,NA,NA,NA,NA,NA,NA
10978,T 508-88,41,42,NA,NA,NA,NA,HovR:n för Västra Sverige,appelate,minority,NA,NA,NA,NA,NA,NA
10979,T 508-88,46,69,"67,60,58,52,46","Nyman,Rydin,Jermsten,Magnusson,Nyström",46,Nyström,Högsta domstolen,final,majority,5,5,0,12,312,"313,102"
10980,T 51-83,8,47,NA,NA,NA,NA,Roslags TR,first,majority,NA,NA,NA,NA,NA,NA
10981,T 51-83,50,73,NA,NA,NA,NA,Svea HovR,appelate,majority,NA,NA,NA,NA,NA,NA
10982,T 51-83,74,82,NA,NA,NA,NA,Svea HovR,appelate,minority,NA,NA,NA,NA,NA,NA
10983,T 51-83,86,92,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,12,308,0
10984,T 51-83,93,103,"376,65,53,51,50","Holmberg,Persson,Gad,Freyschuss,Lind",53,Gad,Högsta domstolen,final,majority,5,5,0,14,308,0
10985,T 511-83,25,36,NA,NA,NA,NA,Stockholms TR,first,majority,NA,NA,NA,NA,NA,NA
10986,T 511-83,37,46,NA,NA,NA,NA,Svea HovR,appelate,majority,NA,NA,NA,NA,NA,NA
10987,T 511-83,47,47,NA,NA,NA,NA,Svea HovR,appelate,minority,NA,NA,NA,NA,NA,NA
10988,T 511-83,48,50,NA,NA,NA,NA,Svea HovR,appelate,minority,NA,NA,NA,NA,NA,NA
10989,T 511-83,51,64,"78,72,378,52,49","Fredlund,Welamson,Knutsson,Magnusson,Bergqvist",52,Magnusson,Högsta domstolen,final,majority,5,5,0,14,0,0
10990,T 511-86,1,14,NA,NA,NA,NA,"Malmö TR, fastighetsdomstolen",first,majority,NA,NA,NA,NA,NA,NA
10991,T 511-86,15,26,NA,NA,NA,NA,HovR:n över Skåne och Blekinge,appelate,majority,NA,NA,NA,NA,NA,NA
10992,T 511-86,27,47,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,12,0,0
10993,T 511-86,48,67,"72,63,58,47,44","Welamson,Palm,Jermsten,Solerud,Svensson",44,Svensson,Högsta domstolen,final,majority,5,5,0,14,0,0
10995,T 516-86,4,26,NA,NA,NA,NA,Trollhättans TR,first,majority,NA,NA,NA,NA,NA,NA
10996,T 516-86,27,31,NA,NA,NA,NA,Trollhättans TR,first,minority,NA,NA,NA,NA,NA,NA
10997,T 516-86,35,43,NA,NA,NA,NA,HovR:n för Västra Sverige,appelate,majority,NA,NA,NA,NA,NA,NA
10998,T 516-86,46,56,"60,325,47","Rydin,Sterzel,Solerud",47,Solerud,Högsta domstolen,final,majority,3,5,0,12,0,0
10999,T 516-86,57,68,65,Persson,NA,NA,Högsta domstolen,final,minority,1,5,0,12,0,0
11005,T 526-88,6,16,NA,NA,NA,NA,Halmstads TR,first,majority,NA,NA,NA,NA,NA,NA
11006,T 526-88,19,28,NA,NA,NA,NA,HovR:n för Västra Sverige,appelate,majority,NA,NA,NA,NA,NA,NA
11007,T 526-88,32,41,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,14,316,0
11008,T 526-88,42,53,"64,55,51,47,40","Vängby,Gregow,Freyschuss,Solerud,Lambe",47,Solerud,Högsta domstolen,final,majority,5,5,0,14,316,0
11009,T 534-87,4,15,NA,NA,NA,NA,Sölvesborgs TR,first,majority,NA,NA,NA,NA,NA,NA
11010,T 534-87,18,27,NA,NA,NA,NA,HovR:n över Skåne och Blekinge,appelate,majority,NA,NA,NA,NA,NA,NA
11011,T 534-87,31,40,NA,NA,NA,NA,Högsta domstolen,final,clerk,NA,NA,0,14,0,0
11012,T 534-87,41,62,"377,63,379,51,47","Höglund,Palm,Gregow,Freyschuss,Solerud",47,Solerud,Högsta domstolen,final,majority,5,16,0,14,0,0
11013,T 534-87,63,68,NA,NA,NA,NA,Stockholms TR,first,majority,NA,NA,NA,NA,NA,NA
11014,T 534-87,70,75,NA,NA,NA,NA,Svea HovR,appelate,majority,NA,NA,NA,NA,NA,NA
