ooc_id,case_num,claim_id,claim_side,claim_class,claim_money,claim_other,opinion_id,outcome_money,outcome_other
13053,T 329-82,2819,2,1,20210,NA,10436,20210,NA
13054,T 329-82,2819,2,1,20210,NA,10437,20210,NA
13055,T 329-82,2819,2,1,20210,NA,10438,NA,NA
13056,B 21-83,2820,1,2,NA,grov vårdslös myndighetsutövning,8803,NA,1
13057,B 21-83,2820,1,2,NA,grov vårdslös myndighetsutövning,8804,NA,1
13058,B 21-83,2820,1,2,NA,grov vårdslös myndighetsutövning,8805,NA,1
13059,B 21-83,2821,1,2,NA,grov vårdslös myndighetsutövning,8803,NA,1
13060,B 21-83,2821,1,2,NA,grov vårdslös myndighetsutövning,8804,NA,1
13061,B 21-83,2821,1,2,NA,grov vårdslös myndighetsutövning,8805,NA,1
13062,T 33-86,2822,1,2,NA,TR:n måtte förklara att P.F.s erkännande av faderskapet till X. saknade laga verkan mot honom,10447,NA,3
13063,T 33-86,2822,1,2,NA,TR:n måtte förklara att P.F.s erkännande av faderskapet till X. saknade laga verkan mot honom,10448,NA,0
13064,T 33-86,2822,1,2,NA,TR:n måtte förklara att P.F.s erkännande av faderskapet till X. saknade laga verkan mot honom,10449,NA,0
13065,T 33-86,2822,1,2,NA,TR:n måtte förklara att P.F.s erkännande av faderskapet till X. saknade laga verkan mot honom,10450,NA,0
13066,T 33-86,2822,1,2,NA,TR:n måtte förklara att P.F.s erkännande av faderskapet till X. saknade laga verkan mot honom,10451,NA,0
13067,T 33-86,2822,1,2,NA,TR:n måtte förklara att P.F.s erkännande av faderskapet till X. saknade laga verkan mot honom,10452,NA,0
13068,T 33-86,2823,2,2,NA,TR:n med stöd av 16 § 2 st namnlagen måtte tillåta X att behålla efternamnet F..,10447,NA,1
13069,T 33-86,2823,2,2,NA,TR:n med stöd av 16 § 2 st namnlagen måtte tillåta X att behålla efternamnet F..,10448,NA,1
13070,T 33-86,2823,2,2,NA,TR:n med stöd av 16 § 2 st namnlagen måtte tillåta X att behålla efternamnet F..,10449,NA,3
13071,T 33-86,2823,2,2,NA,TR:n med stöd av 16 § 2 st namnlagen måtte tillåta X att behålla efternamnet F..,10450,NA,3
13072,T 33-86,2823,2,2,NA,TR:n med stöd av 16 § 2 st namnlagen måtte tillåta X att behålla efternamnet F..,10451,NA,3
13073,T 33-86,2823,2,2,NA,TR:n med stöd av 16 § 2 st namnlagen måtte tillåta X att behålla efternamnet F..,10452,NA,3
13074,T 336-85,2824,1,2,NA,TR:n måtte fastställa att det mellan parterna ingångna äktenskapsförordet ej innefattar avkastningen av enskild egendom,10478,NA,3
13075,T 336-85,2824,1,2,NA,TR:n måtte fastställa att det mellan parterna ingångna äktenskapsförordet ej innefattar avkastningen av enskild egendom,10479,NA,3
13076,T 336-85,2824,1,2,NA,TR:n måtte fastställa att det mellan parterna ingångna äktenskapsförordet ej innefattar avkastningen av enskild egendom,10480,NA,1
13077,T 351-85,2825,1,2,NA,förpliktande för S.R-Å. och U.M. att vid vite av 5 000 kr utfärda köpebrev avseende det i köpekontraktet d 2 dec 1981 avsedda området mot erhållande av föreskriven köpeskilling,10513,NA,1
13078,T 351-85,2825,1,2,NA,förpliktande för S.R-Å. och U.M. att vid vite av 5 000 kr utfärda köpebrev avseende det i köpekontraktet d 2 dec 1981 avsedda området mot erhållande av föreskriven köpeskilling,10514,NA,1
13079,T 351-85,2825,1,2,NA,förpliktande för S.R-Å. och U.M. att vid vite av 5 000 kr utfärda köpebrev avseende det i köpekontraktet d 2 dec 1981 avsedda området mot erhållande av föreskriven köpeskilling,10515,NA,1
13080,T 351-85,2825,1,2,NA,förpliktande för S.R-Å. och U.M. att vid vite av 5 000 kr utfärda köpebrev avseende det i köpekontraktet d 2 dec 1981 avsedda området mot erhållande av föreskriven köpeskilling,10516,NA,1
13081,T 351-85,2825,1,2,NA,förpliktande för S.R-Å. och U.M. att vid vite av 5 000 kr utfärda köpebrev avseende det i köpekontraktet d 2 dec 1981 avsedda området mot erhållande av föreskriven köpeskilling,10517,NA,1
13082,T 332-81,2826,1,1,10284985,NA,10453,7489990,NA
13083,T 332-81,2826,1,1,10284985,NA,10455,NA,NA
13084,T 332-81,2826,1,1,10284985,NA,10456,8188739,NA
13086,T 332-81,2826,1,1,10284985,NA,10458,NA,NA
13088,T 332-81,2826,1,1,10284985,NA,10460,0,NA
13094,T 332-81,2826,1,1,10284985,NA,10466,NA,NA
13095,T 332-81,2827,2,1,6300000,NA,10453,3150000,NA
13097,T 332-81,2827,2,1,6300000,NA,10455,NA,NA
13098,T 332-81,2827,2,1,6300000,NA,10456,6300000,NA
13100,T 332-81,2827,2,1,6300000,NA,10458,NA,NA
13102,T 332-81,2827,2,1,6300000,NA,10460,6300000,NA
13108,T 332-81,2827,2,1,6300000,NA,10466,NA,NA
13109,T 332-81,2828,2,2,NA,Rederiet har vidare yrkat ersättning för den kostnad rederiet på grund av statens talan under 1. kan förpliktas utge till staten för bärgning.,10453,NA,2
13111,T 332-81,2828,2,2,NA,Rederiet har vidare yrkat ersättning för den kostnad rederiet på grund av statens talan under 1. kan förpliktas utge till staten för bärgning.,10455,NA,0
13112,T 332-81,2828,2,2,NA,Rederiet har vidare yrkat ersättning för den kostnad rederiet på grund av statens talan under 1. kan förpliktas utge till staten för bärgning.,10456,NA,3
13114,T 332-81,2828,2,2,NA,Rederiet har vidare yrkat ersättning för den kostnad rederiet på grund av statens talan under 1. kan förpliktas utge till staten för bärgning.,10458,NA,0
13116,T 332-81,2828,2,2,NA,Rederiet har vidare yrkat ersättning för den kostnad rederiet på grund av statens talan under 1. kan förpliktas utge till staten för bärgning.,10460,NA,0
13122,T 332-81,2828,2,2,NA,Rederiet har vidare yrkat ersättning för den kostnad rederiet på grund av statens talan under 1. kan förpliktas utge till staten för bärgning.,10466,NA,0
13123,B 125-83,2829,1,2,NA,olovlig körning,8733,NA,3
13124,B 125-83,2829,1,2,NA,olovlig körning,8734,NA,0
13125,B 125-83,2829,1,2,NA,olovlig körning,8735,NA,0
13126,B 125-83,2829,1,2,NA,olovlig körning,11385,NA,3
13127,B 125-83,2830,1,2,NA,rattfylleri,11385,NA,3
13128,B 125-83,2830,1,2,NA,rattfylleri,8733,NA,3
13129,B 125-83,2830,1,2,NA,rattfylleri,8734,NA,0
13130,B 125-83,2830,1,2,NA,rattfylleri,8735,NA,0
13131,B 125-83,2831,1,2,NA,olovlig körning,11385,NA,3
13132,B 125-83,2831,1,2,NA,olovlig körning,8733,NA,3
13133,B 125-83,2831,1,2,NA,olovlig körning,8734,NA,0
13134,B 125-83,2831,1,2,NA,olovlig körning,8735,NA,0
13135,B 125-83,2832,1,2,NA,rattfylleri,11385,NA,3
13136,B 125-83,2832,1,2,NA,rattfylleri,8733,NA,3
13137,B 125-83,2832,1,2,NA,rattfylleri,8734,NA,0
13138,B 125-83,2832,1,2,NA,rattfylleri,8735,NA,0
13139,B 125-83,2833,1,2,NA,olovlig körning,11385,NA,3
13140,B 125-83,2833,1,2,NA,olovlig körning,8733,NA,3
13141,B 125-83,2833,1,2,NA,olovlig körning,8734,NA,0
13142,B 125-83,2833,1,2,NA,olovlig körning,8735,NA,0
13143,T 1447-02,2834,1,1,105000,NA,5961,0,NA
13144,T 1447-02,2834,1,1,105000,NA,5962,105000,NA
13145,T 1447-02,2834,1,1,105000,NA,5963,105000,NA
13146,T 1447-02,2834,1,1,105000,NA,5964,105000,NA
13147,T 21061-01,2835,1,2,NA,fastställ rätt till skäligt vederlag,6096,NA,1
13148,T 21061-01,2835,1,2,NA,fastställ rätt till skäligt vederlag,6097,NA,1
13149,T 21061-01,2835,1,2,NA,fastställ rätt till skäligt vederlag,6098,NA,0
13150,T 21061-01,2836,1,2,NA,vitesförbud,6096,NA,1
13151,T 21061-01,2836,1,2,NA,vitesförbud,6097,NA,0
13152,T 21061-01,2836,1,2,NA,vitesförbud,6098,NA,0
13153,B 4407-06,2837,1,2,NA,grov egenmäktighet med barn,5710,NA,3
13154,B 4407-06,2837,1,2,NA,grov egenmäktighet med barn,5711,NA,3
13155,B 4407-06,2837,1,2,NA,grov egenmäktighet med barn,5712,NA,0
13156,B 4407-06,2837,1,2,NA,grov egenmäktighet med barn,5713,NA,0
13157,B 4407-06,2838,1,2,NA,brott mot lagen med förbud mot könsstympning av kvinnor,5710,NA,3
13158,B 4407-06,2838,1,2,NA,brott mot lagen med förbud mot könsstympning av kvinnor,5711,NA,3
13159,B 4407-06,2838,1,2,NA,brott mot lagen med förbud mot könsstympning av kvinnor,5712,NA,0
13160,B 4407-06,2838,1,2,NA,brott mot lagen med förbud mot könsstympning av kvinnor,5713,NA,0
13161,B 369-85,2839,1,2,NA,grovt valutabrott,8970,NA,3
13162,B 369-85,2839,1,2,NA,grovt valutabrott,8971,NA,3
13163,B 369-85,2839,1,2,NA,grovt valutabrott,8972,NA,3
13164,B 369-85,2839,1,2,NA,grovt valutabrott,8973,NA,3
13165,B 369-85,2840,1,2,NA,mord,8970,NA,3
13166,B 369-85,2840,1,2,NA,mord,8971,NA,3
13167,B 369-85,2840,1,2,NA,mord,8972,NA,3
13168,B 369-85,2840,1,2,NA,mord,8973,NA,3
13169,B 369-85,2841,1,2,NA,olaga vapeninnehav,8970,NA,3
13170,B 369-85,2841,1,2,NA,olaga vapeninnehav,8971,NA,3
13171,B 369-85,2841,1,2,NA,olaga vapeninnehav,8972,NA,3
13172,B 369-85,2841,1,2,NA,olaga vapeninnehav,8973,NA,3
13173,T 17-88,2842,1,2,NA,misshandel,9900,NA,3
13174,T 17-88,2842,1,2,NA,misshandel,9901,NA,3
13175,T 17-88,2842,1,2,NA,misshandel,9902,NA,3
13176,T 17-88,2842,1,2,NA,misshandel,9903,NA,3
13177,T 17-88,2843,1,2,NA,ofredande,9900,NA,3
13178,T 17-88,2843,1,2,NA,ofredande,9901,NA,3
13179,T 17-88,2843,1,2,NA,ofredande,9902,NA,3
13180,T 17-88,2843,1,2,NA,ofredande,9903,NA,3
13181,T 17-88,2844,1,1,30400,NA,9900,2400,NA
13182,T 17-88,2844,1,1,30400,NA,9901,NA,NA
13183,T 17-88,2844,1,1,30400,NA,9902,2400,NA
13184,T 17-88,2844,1,1,30400,NA,9903,4400,NA
13185,B 564-86,2845,1,2,NA,ofredande,9145,NA,3
13186,B 564-86,2845,1,2,NA,ofredande,9146,NA,3
13187,B 564-86,2845,1,2,NA,ofredande,9147,NA,0
13188,B 564-86,2845,1,2,NA,ofredande,9148,NA,0
13189,B 564-86,2846,1,2,NA,olaga hot,9145,NA,3
13190,B 564-86,2846,1,2,NA,olaga hot,9146,NA,3
13191,B 564-86,2846,1,2,NA,olaga hot,9147,NA,0
13192,B 564-86,2846,1,2,NA,olaga hot,9148,NA,0
13193,B 2946-01,2847,1,2,NA,förverkande av bilar,5517,NA,3
13194,B 2946-01,2847,1,2,NA,förverkande av bilar,5518,NA,3
13195,B 2946-01,2847,1,2,NA,förverkande av bilar,5519,NA,1
13196,B 2946-01,2847,1,2,NA,förverkande av bilar,5520,NA,1
13197,B 2946-01,2848,1,2,NA,narkotikabrott,5517,NA,3
13198,B 2946-01,2848,1,2,NA,narkotikabrott,5518,NA,3
13199,B 2946-01,2848,1,2,NA,narkotikabrott,5519,NA,0
13200,B 2946-01,2848,1,2,NA,narkotikabrott,5520,NA,0
13201,B 2946-01,2849,1,2,NA,brott mot knivlagen,5517,NA,3
13202,B 2946-01,2849,1,2,NA,brott mot knivlagen,5518,NA,3
13203,B 2946-01,2849,1,2,NA,brott mot knivlagen,5519,NA,0
13204,B 2946-01,2849,1,2,NA,brott mot knivlagen,5520,NA,0
13205,B 2946-01,2850,1,2,NA,grovt vapenbrott,5517,NA,3
13206,B 2946-01,2850,1,2,NA,grovt vapenbrott,5518,NA,3
13207,B 2946-01,2850,1,2,NA,grovt vapenbrott,5519,NA,0
13208,B 2946-01,2850,1,2,NA,grovt vapenbrott,5520,NA,0
13209,B 364-01,2851,1,2,NA,grov varusmuggling,5597,NA,1
13210,B 364-01,2851,1,2,NA,grov varusmuggling,5598,NA,3
13211,B 364-01,2851,1,2,NA,grov varusmuggling,5599,NA,1
13212,B 364-01,2851,1,2,NA,grov varusmuggling,5600,NA,3
13213,B 364-01,2851,1,2,NA,grov varusmuggling,5601,NA,0
13215,B 364-01,2851,1,2,NA,grov varusmuggling,5604,NA,0
13216,B 364-01,2851,1,2,NA,grov varusmuggling,5605,NA,3
13217,B 364-01,2851,1,2,NA,grov varusmuggling,5606,NA,1
13218,B 364-01,2852,1,2,NA,försök till grov varusmuggling,5597,NA,1
13219,B 364-01,2852,1,2,NA,försök till grov varusmuggling,5598,NA,3
13220,B 364-01,2852,1,2,NA,försök till grov varusmuggling,5599,NA,1
13221,B 364-01,2852,1,2,NA,försök till grov varusmuggling,5600,NA,3
13222,B 364-01,2852,1,2,NA,försök till grov varusmuggling,5601,NA,0
13224,B 364-01,2852,1,2,NA,försök till grov varusmuggling,5604,NA,0
13225,B 364-01,2852,1,2,NA,försök till grov varusmuggling,5605,NA,3
13226,B 364-01,2852,1,2,NA,försök till grov varusmuggling,5606,NA,1
13227,B 364-01,2853,1,2,NA,förverkande av gods,5597,NA,1
13228,B 364-01,2853,1,2,NA,förverkande av gods,5598,NA,1
13229,B 364-01,2853,1,2,NA,förverkande av gods,5599,NA,1
13230,B 364-01,2853,1,2,NA,förverkande av gods,5600,NA,0
13231,B 364-01,2853,1,2,NA,förverkande av gods,5601,NA,0
13233,B 364-01,2853,1,2,NA,förverkande av gods,5604,NA,0
13234,B 364-01,2853,1,2,NA,förverkande av gods,5605,NA,0
13235,B 364-01,2853,1,2,NA,förverkande av gods,5606,NA,0
13236,T 232-86,2854,1,2,NA,bättre rätt till lastbil,11387,NA,1
13237,T 232-86,2854,1,2,NA,bättre rätt till lastbil,10069,NA,3
13238,T 232-86,2854,1,2,NA,bättre rätt till lastbil,10070,NA,0
13239,T 232-86,2854,1,2,NA,bättre rätt till lastbil,10071,NA,0
13240,T 232-86,2855,1,2,NA,utlämna lastbil,11387,NA,1
13241,T 232-86,2855,1,2,NA,utlämna lastbil,10069,NA,0
13242,T 232-86,2855,1,2,NA,utlämna lastbil,10070,NA,0
13243,T 232-86,2855,1,2,NA,utlämna lastbil,10071,NA,0
13248,T 332-81,2826,1,1,10284985,NA,11388,NA,NA
13249,T 332-81,2827,2,1,6300000,NA,11388,NA,NA
13250,T 332-81,2828,2,2,NA,Rederiet har vidare yrkat ersättning för den kostnad rederiet på grund av statens talan under 1. kan förpliktas utge till staten för bärgning.,11388,NA,0
13251,T 358-88,2857,1,2,NA,TR:n skulle förklara äktenskapsförordet sakna verkan,10530,NA,3
13252,T 358-88,2857,1,2,NA,TR:n skulle förklara äktenskapsförordet sakna verkan,10531,NA,1
13253,T 358-88,2857,1,2,NA,TR:n skulle förklara äktenskapsförordet sakna verkan,10532,NA,1
13254,T 358-88,2857,1,2,NA,TR:n skulle förklara äktenskapsförordet sakna verkan,10533,NA,3
13255,B 391-06,2858,1,2,NA,stöld,5645,NA,2
13256,B 391-06,2858,1,2,NA,stöld,5646,NA,2
13257,B 391-06,2858,1,2,NA,stöld,5647,NA,2
13258,B 391-06,2859,1,2,NA,häleri,5645,NA,3
13259,B 391-06,2859,1,2,NA,häleri,5646,NA,3
13260,B 391-06,2859,1,2,NA,häleri,5647,NA,0
13275,B 4597-01,2862,1,2,NA,grov misshandel,5749,NA,3
13276,B 4597-01,2862,1,2,NA,grov misshandel,5750,NA,3
13277,B 4597-01,2862,1,2,NA,grov misshandel,5751,NA,2
13278,B 4597-01,2862,1,2,NA,grov misshandel,5752,NA,3
13279,B 4597-01,2862,1,2,NA,grov misshandel,5753,NA,2
13280,B 4597-01,2863,1,2,NA,grov misshandel,5749,NA,2
13281,B 4597-01,2863,1,2,NA,grov misshandel,5750,NA,2
13282,B 4597-01,2863,1,2,NA,grov misshandel,5751,NA,2
13283,B 4597-01,2863,1,2,NA,grov misshandel,5752,NA,0
13284,B 4597-01,2863,1,2,NA,grov misshandel,5753,NA,0
13285,B 4597-01,2864,1,2,NA,narkotikabrott,5749,NA,3
13286,B 4597-01,2864,1,2,NA,narkotikabrott,5750,NA,3
13287,B 4597-01,2864,1,2,NA,narkotikabrott,5751,NA,0
13288,B 4597-01,2864,1,2,NA,narkotikabrott,5752,NA,0
13289,B 4597-01,2864,1,2,NA,narkotikabrott,5753,NA,0
13290,B 4597-01,2865,1,2,NA,dopingbrott,5749,NA,3
13291,B 4597-01,2865,1,2,NA,dopingbrott,5750,NA,3
13292,B 4597-01,2865,1,2,NA,dopingbrott,5751,NA,0
13293,B 4597-01,2865,1,2,NA,dopingbrott,5752,NA,0
13294,B 4597-01,2865,1,2,NA,dopingbrott,5753,NA,0
13295,B 4597-01,2866,1,2,NA,grov misshandel,5749,NA,3
13296,B 4597-01,2866,1,2,NA,grov misshandel,5750,NA,3
13297,B 4597-01,2866,1,2,NA,grov misshandel,5751,NA,0
13298,B 4597-01,2866,1,2,NA,grov misshandel,5752,NA,3
13299,B 4597-01,2866,1,2,NA,grov misshandel,5753,NA,2
13300,B 4597-01,2867,1,2,NA,stöld,5749,NA,3
13301,B 4597-01,2867,1,2,NA,stöld,5750,NA,3
13302,B 4597-01,2867,1,2,NA,stöld,5751,NA,0
13303,B 4597-01,2867,1,2,NA,stöld,5752,NA,0
13304,B 4597-01,2867,1,2,NA,stöld,5753,NA,0
13305,B 4597-01,2868,1,1,2250,NA,5749,2250,NA
13306,B 4597-01,2868,1,1,2250,NA,5750,2250,NA
13307,B 4597-01,2868,1,1,2250,NA,5751,NA,NA
13308,B 4597-01,2868,1,1,2250,NA,5752,0,NA
13309,B 4597-01,2868,1,1,2250,NA,5753,NA,NA
13310,T 2117-06,2869,1,2,NA,fastställ ersättningsskyldighet,6107,NA,3
13311,T 2117-06,2869,1,2,NA,fastställ ersättningsskyldighet,6108,NA,1
13312,T 2117-06,2869,1,2,NA,fastställ ersättningsskyldighet,6109,NA,3
13313,T 2117-06,2869,1,2,NA,fastställ ersättningsskyldighet,6110,NA,3
13314,T 505-87,2870,1,1,37500,NA,10971,37500,NA
13315,T 505-87,2870,1,1,37500,NA,10972,37500,NA
13316,T 505-87,2870,1,1,37500,NA,10973,37500,NA
13317,T 505-87,2870,1,1,37500,NA,10974,NA,NA
13318,B 4608-07,2871,1,2,NA,grov urkundsförfalskning,5762,NA,3
13319,B 4608-07,2871,1,2,NA,grov urkundsförfalskning,5763,NA,2
13320,B 4608-07,2871,1,2,NA,grov urkundsförfalskning,5764,NA,2
13321,B 4608-07,2871,1,2,NA,grov urkundsförfalskning,5765,NA,2
13322,B 4608-07,2871,1,2,NA,grov urkundsförfalskning,5766,NA,1
13323,B 4608-07,2872,1,2,NA,medhjälp till grovt bedrägeri,5762,NA,2
13324,B 4608-07,2872,1,2,NA,medhjälp till grovt bedrägeri,5763,NA,2
13325,B 4608-07,2872,1,2,NA,medhjälp till grovt bedrägeri,5764,NA,0
13326,B 4608-07,2872,1,2,NA,medhjälp till grovt bedrägeri,5765,NA,0
13327,B 4608-07,2872,1,2,NA,medhjälp till grovt bedrägeri,5766,NA,0
13328,B 4608-07,2873,1,1,520199,NA,5762,0,NA
13329,B 4608-07,2873,1,1,520199,NA,5763,520199,NA
13330,B 4608-07,2873,1,1,520199,NA,5764,NA,NA
13331,B 4608-07,2873,1,1,520199,NA,5765,NA,NA
13332,B 4608-07,2873,1,1,520199,NA,5766,NA,NA
13333,B 717-87,2874,1,2,NA,grovt narkotikabrott,9343,NA,3
13334,B 717-87,2874,1,2,NA,grovt narkotikabrott,9344,NA,3
13335,B 717-87,2874,1,2,NA,grovt narkotikabrott,9345,NA,2
13336,B 717-87,2875,1,2,NA,grov stämpling till varusmuggling,9343,NA,3
13337,B 717-87,2875,1,2,NA,grov stämpling till varusmuggling,9344,NA,3
13338,B 717-87,2875,1,2,NA,grov stämpling till varusmuggling,9345,NA,3
13339,T 36-83,2876,1,2,NA,förplikta C.N. att utge underhållsbidrag förskottsvis för kalendermånad med 500 kr från d 1 jan 1980 till dess M. fyllt 18 å,10540,NA,1
13340,T 36-83,2876,1,2,NA,förplikta C.N. att utge underhållsbidrag förskottsvis för kalendermånad med 500 kr från d 1 jan 1980 till dess M. fyllt 18 å,10541,NA,3
13341,T 36-83,2876,1,2,NA,förplikta C.N. att utge underhållsbidrag förskottsvis för kalendermånad med 500 kr från d 1 jan 1980 till dess M. fyllt 18 å,10542,NA,1
13342,T 36-83,2876,1,2,NA,förplikta C.N. att utge underhållsbidrag förskottsvis för kalendermånad med 500 kr från d 1 jan 1980 till dess M. fyllt 18 å,10543,NA,0
13343,T 379-80,2877,1,1,23640,NA,10605,0,NA
13344,T 379-80,2877,1,1,23640,NA,10606,0,NA
13345,T 379-80,2877,1,1,23640,NA,10607,0,NA
13346,T 379-80,2877,1,1,23640,NA,10608,0,NA
13347,T 384-86,2878,1,1,24479,NA,10614,0,NA
13348,T 384-86,2878,1,1,24479,NA,10615,NA,NA
13349,T 384-86,2878,1,1,24479,NA,10616,NA,NA
13350,T 384-86,2878,1,1,24479,NA,10617,NA,NA
13351,T 384-86,2878,1,1,24479,NA,10618,NA,NA
13356,T 384-86,2879,1,2,NA,ersättning för rättegångskostnader,10614,NA,0
13357,T 384-86,2879,1,2,NA,ersättning för rättegångskostnader,10615,NA,9
13358,T 384-86,2879,1,2,NA,ersättning för rättegångskostnader,10616,NA,0
13359,T 384-86,2879,1,2,NA,ersättning för rättegångskostnader,10617,NA,0
13360,T 384-86,2879,1,2,NA,ersättning för rättegångskostnader,10618,NA,0
13365,T 384-86,2880,2,2,NA,ersättning för rättegångskostnader,10614,NA,3
13366,T 384-86,2880,2,2,NA,ersättning för rättegångskostnader,10615,NA,2
13367,T 384-86,2880,2,2,NA,ersättning för rättegångskostnader,10616,NA,3
13368,T 384-86,2880,2,2,NA,ersättning för rättegångskostnader,10617,NA,9
13369,T 384-86,2880,2,2,NA,ersättning för rättegångskostnader,10618,NA,9
13370,T 384-86,2878,1,1,24479,NA,11389,NA,NA
13371,T 384-86,2879,1,2,NA,ersättning för rättegångskostnader,11389,NA,0
13372,T 384-86,2880,2,2,NA,ersättning för rättegångskostnader,11389,NA,0
13373,T 2224-07,2881,1,1,150000,NA,6118,15000,NA
13374,T 2224-07,2881,1,1,150000,NA,6119,NA,NA
13375,T 2224-07,2881,1,1,150000,NA,6120,NA,NA
13376,T 2224-07,2881,1,1,150000,NA,6121,NA,NA
13377,T 2224-07,2881,1,1,150000,NA,6122,NA,NA
13378,T 2224-07,2882,1,1,150000,NA,6118,15000,NA
13379,T 2224-07,2882,1,1,150000,NA,6119,NA,NA
13380,T 2224-07,2882,1,1,150000,NA,6120,NA,NA
13381,T 2224-07,2882,1,1,150000,NA,6121,NA,NA
13382,T 2224-07,2882,1,1,150000,NA,6122,NA,NA
13383,T 2224-07,2883,1,1,150000,NA,6118,15000,NA
13384,T 2224-07,2883,1,1,150000,NA,6119,NA,NA
13385,T 2224-07,2883,1,1,150000,NA,6120,NA,NA
13386,T 2224-07,2883,1,1,150000,NA,6121,NA,NA
13387,T 2224-07,2883,1,1,150000,NA,6122,NA,NA
13388,T 2224-07,2884,1,1,150000,NA,6118,15000,NA
13389,T 2224-07,2884,1,1,150000,NA,6119,NA,NA
13390,T 2224-07,2884,1,1,150000,NA,6120,NA,NA
13391,T 2224-07,2884,1,1,150000,NA,6121,NA,NA
13392,T 2224-07,2884,1,1,150000,NA,6122,NA,NA
13393,T 384-86,2878,1,1,24479,NA,11390,NA,NA
13394,T 384-86,2879,1,2,NA,ersättning för rättegångskostnader,11390,NA,0
13395,T 384-86,2880,2,2,NA,ersättning för rättegångskostnader,11390,NA,0
13396,T 384-86,2885,1,2,NA,fastställa att P.Å. och I.N var skyldiga att erlägga vattenavgift till föreningen endast enligt viss av dem angiven beräkningsgrund,10614,NA,0
13397,T 384-86,2885,1,2,NA,fastställa att P.Å. och I.N var skyldiga att erlägga vattenavgift till föreningen endast enligt viss av dem angiven beräkningsgrund,10615,NA,0
13398,T 384-86,2885,1,2,NA,fastställa att P.Å. och I.N var skyldiga att erlägga vattenavgift till föreningen endast enligt viss av dem angiven beräkningsgrund,10616,NA,0
13399,T 384-86,2885,1,2,NA,fastställa att P.Å. och I.N var skyldiga att erlägga vattenavgift till föreningen endast enligt viss av dem angiven beräkningsgrund,11389,NA,0
13400,T 384-86,2885,1,2,NA,fastställa att P.Å. och I.N var skyldiga att erlägga vattenavgift till föreningen endast enligt viss av dem angiven beräkningsgrund,10617,NA,0
13401,T 384-86,2885,1,2,NA,fastställa att P.Å. och I.N var skyldiga att erlägga vattenavgift till föreningen endast enligt viss av dem angiven beräkningsgrund,10618,NA,0
13402,T 384-86,2885,1,2,NA,fastställa att P.Å. och I.N var skyldiga att erlägga vattenavgift till föreningen endast enligt viss av dem angiven beräkningsgrund,11390,NA,0
13403,T 44-07,2886,1,1,527312,NA,6481,0,NA
13404,T 44-07,2886,1,1,527312,NA,6482,527312,NA
13405,T 44-07,2886,1,1,527312,NA,6483,0,NA
13406,T 44-07,2886,1,1,527312,NA,6484,0,NA
13411,T 384-86,2878,1,1,24479,NA,11391,NA,NA
13412,T 384-86,2879,1,2,NA,ersättning för rättegångskostnader,11391,NA,0
13413,T 384-86,2880,2,2,NA,ersättning för rättegångskostnader,11391,NA,0
13414,T 384-86,2885,1,2,NA,fastställa att P.Å. och I.N var skyldiga att erlägga vattenavgift till föreningen endast enligt viss av dem angiven beräkningsgrund,11391,NA,0
13415,T 384-86,2878,1,1,24479,NA,11392,NA,NA
13416,T 384-86,2879,1,2,NA,ersättning för rättegångskostnader,11392,NA,0
13417,T 384-86,2880,2,2,NA,ersättning för rättegångskostnader,11392,NA,0
13418,T 384-86,2885,1,2,NA,fastställa att P.Å. och I.N var skyldiga att erlägga vattenavgift till föreningen endast enligt viss av dem angiven beräkningsgrund,11392,NA,0
13419,T 384-86,2878,1,1,24479,NA,11393,NA,NA
13420,T 384-86,2879,1,2,NA,ersättning för rättegångskostnader,11393,NA,0
13421,T 384-86,2880,2,2,NA,ersättning för rättegångskostnader,11393,NA,0
13422,T 384-86,2885,1,2,NA,fastställa att P.Å. och I.N var skyldiga att erlägga vattenavgift till föreningen endast enligt viss av dem angiven beräkningsgrund,11393,NA,0
13423,B 2489-13,2888,1,2,NA,brott mot upphovsrättslagen,2732,NA,2
13424,B 2489-13,2888,1,2,NA,brott mot upphovsrättslagen,2733,NA,3
13426,B 2489-13,2888,1,2,NA,brott mot upphovsrättslagen,2735,NA,0
13427,B 2489-13,2888,1,2,NA,brott mot upphovsrättslagen,2736,NA,0
13428,B 5039-06,2889,1,2,NA,grovt häleri,5827,NA,3
13429,B 5039-06,2889,1,2,NA,grovt häleri,5828,NA,3
13430,B 5039-06,2889,1,2,NA,grovt häleri,5829,NA,1
13431,B 5039-06,2890,1,2,NA,grovt häleri,5827,NA,3
13432,B 5039-06,2890,1,2,NA,grovt häleri,5828,NA,3
13433,B 5039-06,2890,1,2,NA,grovt häleri,5829,NA,1
13434,B 5039-06,2891,1,2,NA,grovt häleri,5827,NA,1
13435,B 5039-06,2891,1,2,NA,grovt häleri,5828,NA,1
13436,B 5039-06,2891,1,2,NA,grovt häleri,5829,NA,0
13440,B 4411-03,2893,1,2,NA,företagsbot om minst 300 000,3329,NA,1
13441,B 4411-03,2893,1,2,NA,företagsbot om minst 300 000,3330,NA,2
13442,B 4411-03,2893,1,2,NA,företagsbot om minst 300 000,3331,NA,1
13443,B 4411-03,2893,1,2,NA,företagsbot om minst 300 000,3332,NA,1
13444,B 4411-03,2893,1,2,NA,företagsbot om minst 300 000,3333,NA,0
13445,B 970-03,2894,1,2,NA,olaga yrkesmässig trafik,3381,NA,3
