ooc_id,case_num,claim_id,claim_side,claim_class,claim_money,claim_other,opinion_id,outcome_money,outcome_other
19,B 1064-19,48,1,2,NA,grovt rattfylleri,1,NA,3
20,B 1064-19,48,1,2,NA,grovt rattfylleri,2,NA,3
21,B 1064-19,48,1,2,NA,grovt rattfylleri,3,NA,2
22,B 1064-19,48,1,2,NA,grovt rattfylleri,4,NA,2
23,B 1064-19,48,1,2,NA,grovt rattfylleri,5,NA,2
24,B 1064-19,48,1,2,NA,grovt rattfylleri,6,NA,3
31,B 1200-19,50,1,2,NA,våldtäkt,53,NA,3
32,B 1200-19,50,1,2,NA,våldtäkt,54,NA,3
33,B 1200-19,50,1,2,NA,våldtäkt,55,NA,3
34,B 1200-19,50,1,2,NA,våldtäkt,56,NA,2
35,B 1200-19,51,1,2,NA,våldtäkt mot barn,53,NA,2
36,B 1200-19,51,1,2,NA,våldtäkt mot barn,54,NA,2
37,B 1200-19,51,1,2,NA,våldtäkt mot barn,55,NA,3
38,B 1200-19,51,1,2,NA,våldtäkt mot barn,56,NA,0
39,B 1200-19,52,1,2,NA,sexuellt ofredande,53,NA,3
40,B 1200-19,52,1,2,NA,sexuellt ofredande,54,NA,3
41,B 1200-19,52,1,2,NA,sexuellt ofredande,55,NA,3
42,B 1200-19,52,1,2,NA,sexuellt ofredande,56,NA,0
43,B 1200-19,53,1,2,NA,sexuellt ofredande,53,NA,3
44,B 1200-19,53,1,2,NA,sexuellt ofredande,54,NA,3
45,B 1200-19,53,1,2,NA,sexuellt ofredande,55,NA,3
46,B 1200-19,53,1,2,NA,sexuellt ofredande,56,NA,0
47,B 1727-17,54,1,2,NA,tjänstefel,65,NA,1
48,B 1727-17,54,1,2,NA,tjänstefel,66,NA,3
49,B 1727-17,54,1,2,NA,tjänstefel,67,NA,1
50,B 1384-17,55,1,2,NA,bokföringsbrott,68,NA,0
51,B 1384-17,55,1,2,NA,bokföringsbrott,69,NA,0
52,B 1384-17,55,1,2,NA,bokföringsbrott,70,NA,0
53,B 1384-17,55,1,2,NA,bokföringsbrott,71,NA,0
54,B 1384-17,55,1,2,NA,bokföringsbrott,72,NA,0
55,B 1384-17,55,1,2,NA,bokföringsbrott,73,NA,0
56,B 1384-17,55,1,2,NA,bokföringsbrott,74,NA,0
57,B 1384-17,55,1,2,NA,bokföringsbrott,75,NA,0
58,B 1384-17,55,1,2,NA,bokföringsbrott,76,NA,0
59,B 1384-17,55,1,2,NA,bokföringsbrott,77,NA,0
60,B 1384-17,55,1,2,NA,bokföringsbrott,78,NA,0
61,B 1384-17,56,1,2,NA,bokföringsbrott,68,NA,0
62,B 1384-17,56,1,2,NA,bokföringsbrott,69,NA,0
63,B 1384-17,56,1,2,NA,bokföringsbrott,70,NA,0
64,B 1384-17,56,1,2,NA,bokföringsbrott,71,NA,0
65,B 1384-17,56,1,2,NA,bokföringsbrott,72,NA,0
66,B 1384-17,56,1,2,NA,bokföringsbrott,73,NA,0
67,B 1384-17,56,1,2,NA,bokföringsbrott,74,NA,0
68,B 1384-17,56,1,2,NA,bokföringsbrott,75,NA,0
69,B 1384-17,56,1,2,NA,bokföringsbrott,76,NA,0
70,B 1384-17,56,1,2,NA,bokföringsbrott,77,NA,0
71,B 1384-17,56,1,2,NA,bokföringsbrott,78,NA,0
72,B 1384-17,57,1,2,NA,bokföringsbrott,68,NA,0
73,B 1384-17,57,1,2,NA,bokföringsbrott,69,NA,0
74,B 1384-17,57,1,2,NA,bokföringsbrott,70,NA,0
75,B 1384-17,57,1,2,NA,bokföringsbrott,71,NA,0
76,B 1384-17,57,1,2,NA,bokföringsbrott,72,NA,0
77,B 1384-17,57,1,2,NA,bokföringsbrott,73,NA,0
78,B 1384-17,57,1,2,NA,bokföringsbrott,74,NA,0
79,B 1384-17,57,1,2,NA,bokföringsbrott,75,NA,0
80,B 1384-17,57,1,2,NA,bokföringsbrott,76,NA,0
81,B 1384-17,57,1,2,NA,bokföringsbrott,77,NA,0
82,B 1384-17,57,1,2,NA,bokföringsbrott,78,NA,0
83,B 1415-18,58,1,2,NA,Utvisning på grund av brott,79,NA,3
84,B 1415-18,58,1,2,NA,Utvisning på grund av brott,80,NA,3
85,B 1415-18,58,1,2,NA,Utvisning på grund av brott,81,NA,3
86,B 1415-18,58,1,2,NA,Utvisning på grund av brott,82,NA,3
87,B 1415-18,58,1,2,NA,Utvisning på grund av brott,83,NA,0
88,B 1415-18,58,1,2,NA,Utvisning på grund av brott,84,NA,0
89,B 1415-18,58,1,2,NA,Utvisning på grund av brott,85,NA,0
90,B 1415-18,58,1,2,NA,Utvisning på grund av brott,86,NA,0
91,B 1415-18,58,1,2,NA,Utvisning på grund av brott,87,NA,0
92,B 1415-18,58,1,2,NA,Utvisning på grund av brott,88,NA,0
93,B 1415-18,59,1,2,NA,Utvisning på grund av brott,79,NA,0
94,B 1415-18,59,1,2,NA,Utvisning på grund av brott,80,NA,0
95,B 1415-18,59,1,2,NA,Utvisning på grund av brott,81,NA,0
96,B 1415-18,59,1,2,NA,Utvisning på grund av brott,82,NA,0
97,B 1415-18,59,1,2,NA,Utvisning på grund av brott,83,NA,3
98,B 1415-18,59,1,2,NA,Utvisning på grund av brott,84,NA,3
99,B 1415-18,59,1,2,NA,Utvisning på grund av brott,85,NA,3
100,B 1415-18,59,1,2,NA,Utvisning på grund av brott,86,NA,0
101,B 1415-18,59,1,2,NA,Utvisning på grund av brott,87,NA,0
102,B 1415-18,59,1,2,NA,Utvisning på grund av brott,88,NA,0
103,B 147-17,60,1,2,NA,ofredande,95,NA,3
104,B 147-17,60,1,2,NA,ofredande,96,NA,0
105,B 147-17,60,1,2,NA,ofredande,97,NA,0
106,B 147-17,60,1,2,NA,ofredande,98,NA,0
107,B 147-17,61,1,2,NA,misshandel,95,NA,3
108,B 147-17,61,1,2,NA,misshandel,96,NA,0
109,B 147-17,61,1,2,NA,misshandel,97,NA,0
110,B 147-17,61,1,2,NA,misshandel,98,NA,0
111,B 147-17,62,1,2,NA,övergrepp i rättssak,95,NA,1
112,B 147-17,62,1,2,NA,övergrepp i rättssak,96,NA,1
113,B 147-17,62,1,2,NA,övergrepp i rättssak,97,NA,3
114,B 147-17,62,1,2,NA,övergrepp i rättssak,98,NA,3
119,B 1605-18,64,1,2,NA,narkotikabrott,103,NA,3
120,B 1605-18,64,1,2,NA,narkotikabrott,104,NA,1
121,B 1605-18,64,1,2,NA,narkotikabrott,105,NA,2
122,B 1605-18,64,1,2,NA,narkotikabrott,106,NA,2
123,B 1605-18,65,1,2,NA,Förberedelse till narkotikabrott,103,NA,3
124,B 1605-18,65,1,2,NA,Förberedelse till narkotikabrott,104,NA,1
125,B 1605-18,65,1,2,NA,Förberedelse till narkotikabrott,105,NA,9
126,B 1605-18,65,1,2,NA,Förberedelse till narkotikabrott,106,NA,9
127,B 1751-18,66,1,2,NA,grovt penningtvättsbrott,112,NA,3
128,B 1751-18,66,1,2,NA,grovt penningtvättsbrott,113,NA,3
129,B 1751-18,66,1,2,NA,grovt penningtvättsbrott,114,NA,3
130,B 1751-18,66,1,2,NA,grovt penningtvättsbrott,115,NA,3
131,B 1751-18,66,1,2,NA,grovt penningtvättsbrott,116,NA,0
132,B 1751-18,66,1,2,NA,grovt penningtvättsbrott,117,NA,0
133,B 1751-18,66,1,2,NA,grovt penningtvättsbrott,118,NA,0
134,B 1751-18,66,1,2,NA,grovt penningtvättsbrott,119,NA,0
135,B 1751-18,66,1,2,NA,grovt penningtvättsbrott,120,NA,0
136,B 1751-18,66,1,2,NA,grovt penningtvättsbrott,121,NA,0
137,B 177-19,67,1,2,NA,ringa narkotikabrott,122,NA,1
138,B 177-19,67,1,2,NA,ringa narkotikabrott,123,NA,1
139,B 177-19,67,1,2,NA,ringa narkotikabrott,124,NA,0
140,B 177-19,67,1,2,NA,ringa narkotikabrott,125,NA,0
141,B 177-19,68,1,2,NA,förverkande av beslag,122,NA,1
142,B 177-19,68,1,2,NA,förverkande av beslag,123,NA,1
143,B 177-19,68,1,2,NA,förverkande av beslag,124,NA,0
144,B 177-19,68,1,2,NA,förverkande av beslag,125,NA,0
149,B 1776-17,70,1,2,NA,misshandel,126,NA,3
150,B 1776-17,70,1,2,NA,misshandel,127,NA,2
151,B 1776-17,70,1,2,NA,misshandel,128,NA,2
152,B 1930-17,71,1,2,NA,grov smuggling,147,NA,3
153,B 1930-17,71,1,2,NA,grov smuggling,148,NA,2
154,B 1930-17,71,1,2,NA,grov smuggling,149,NA,0
155,B 1930-17,71,1,2,NA,grov smuggling,150,NA,0
156,B 1930-17,71,1,2,NA,grov smuggling,151,NA,0
157,B 2027-17,72,1,2,NA,människosmuggling,152,NA,3
158,B 2027-17,72,1,2,NA,människosmuggling,153,NA,3
159,B 2027-17,72,1,2,NA,människosmuggling,154,NA,0
160,B 2027-17,72,1,2,NA,människosmuggling,155,NA,3
161,B 2228-18,73,1,2,NA,mord,163,NA,3
162,B 2228-18,73,1,2,NA,mord,164,NA,3
163,B 2228-18,73,1,2,NA,mord,165,NA,0
164,B 2228-18,74,1,2,NA,ringa narkotika brott,163,NA,3
165,B 2228-18,74,1,2,NA,ringa narkotika brott,164,NA,0
166,B 2228-18,74,1,2,NA,ringa narkotika brott,165,NA,0
167,B 2441-17,75,1,2,NA,Framkallande av fara för annan,166,NA,1
168,B 2441-17,75,1,2,NA,Framkallande av fara för annan,167,NA,1
169,B 2441-17,75,1,2,NA,Framkallande av fara för annan,168,NA,1
173,B 2646-18,77,1,2,NA,grovt vapenbrott,173,NA,3
174,B 2646-18,77,1,2,NA,grovt vapenbrott,174,NA,3
175,B 2646-18,77,1,2,NA,grovt vapenbrott,175,NA,3
176,B 2646-18,77,1,2,NA,grovt vapenbrott,176,NA,3
177,B 2646-18,78,1,2,NA,förverkande av beslag,173,NA,2
178,B 2646-18,78,1,2,NA,förverkande av beslag,174,NA,2
179,B 2646-18,78,1,2,NA,förverkande av beslag,175,NA,9
180,B 2646-18,78,1,2,NA,förverkande av beslag,176,NA,2
181,B 2678-18,79,1,2,NA,grovt rån,177,NA,2
182,B 2678-18,79,1,2,NA,grovt rån,178,NA,3
183,B 2678-18,79,1,2,NA,grovt rån,179,NA,2
184,B 2678-18,79,1,2,NA,grovt rån,180,NA,2
185,B 2678-18,79,1,2,NA,grovt rån,181,NA,2
186,B 2678-18,79,1,2,NA,grovt rån,182,NA,0
187,B 2678-18,79,1,2,NA,grovt rån,183,NA,0
188,B 2678-18,79,1,2,NA,grovt rån,184,NA,0
189,B 2678-18,80,1,2,NA,grovt rån,177,NA,0
190,B 2678-18,80,1,2,NA,grovt rån,178,NA,0
191,B 2678-18,80,1,2,NA,grovt rån,179,NA,0
192,B 2678-18,80,1,2,NA,grovt rån,180,NA,0
193,B 2678-18,80,1,2,NA,grovt rån,181,NA,0
194,B 2678-18,80,1,2,NA,grovt rån,182,NA,3
195,B 2678-18,80,1,2,NA,grovt rån,183,NA,3
196,B 2678-18,80,1,2,NA,grovt rån,184,NA,3
197,B 3289-18,81,1,2,NA,grovt penningtvättsbrott,200,NA,2
198,B 3289-18,81,1,2,NA,grovt penningtvättsbrott,201,NA,2
199,B 3289-18,81,1,2,NA,grovt penningtvättsbrott,202,NA,2
200,B 3289-18,81,1,2,NA,grovt penningtvättsbrott,203,NA,2
201,B 3552-17,82,1,2,NA,Våldtäkt,207,NA,3
202,B 3552-17,82,1,2,NA,Våldtäkt,208,NA,0
203,B 3552-17,82,1,2,NA,Våldtäkt,209,NA,0
204,B 3924-17,83,1,2,NA,grov urkundsförfalskning,213,NA,3
205,B 3924-17,83,1,2,NA,grov urkundsförfalskning,214,NA,3
206,B 3924-17,83,1,2,NA,grov urkundsförfalskning,215,NA,3
207,B 3924-17,83,1,2,NA,grov urkundsförfalskning,216,NA,2
208,B 4150-18,84,1,2,NA,misshandel,217,NA,3
209,B 4150-18,84,1,2,NA,misshandel,218,NA,2
210,B 4150-18,84,1,2,NA,misshandel,219,NA,2
211,B 4150-18,84,1,2,NA,misshandel,220,NA,2
212,B 4150-18,84,1,2,NA,misshandel,221,NA,2
213,B 4150-18,85,1,2,NA,utvisning,217,NA,3
214,B 4150-18,85,1,2,NA,utvisning,218,NA,3
215,B 4150-18,85,1,2,NA,utvisning,219,NA,1
216,B 4150-18,85,1,2,NA,utvisning,220,NA,3
217,B 4150-18,85,1,2,NA,utvisning,221,NA,3
218,B 4680-17,86,1,2,NA,grovt skattebrott,230,NA,3
219,B 4680-17,86,1,2,NA,grovt skattebrott,231,NA,3
220,B 4680-17,86,1,2,NA,grovt skattebrott,232,NA,3
221,B 4680-17,86,1,2,NA,grovt skattebrott,233,NA,2
222,B 4680-17,86,1,2,NA,grovt skattebrott,234,NA,2
223,B 48-18,87,1,2,NA,sexuellt ofredande,235,NA,3
224,B 48-18,87,1,2,NA,sexuellt ofredande,236,NA,2
225,B 48-18,87,1,2,NA,sexuellt ofredande,237,NA,2
226,B 48-18,87,1,2,NA,sexuellt ofredande,238,NA,1
227,B 48-18,87,1,2,NA,sexuellt ofredande,239,NA,1
228,B 48-18,87,1,2,NA,sexuellt ofredande,240,NA,1
237,B 4878-18,89,1,2,NA,barnpornografibrot,242,NA,3
238,B 4878-18,89,1,2,NA,barnpornografibrot,243,NA,3
239,B 4878-18,89,1,2,NA,barnpornografibrot,244,NA,0
240,B 4885-17,90,1,2,NA,grov misshandel,245,NA,3
241,B 4885-17,90,1,2,NA,grov misshandel,246,NA,2
242,B 4885-17,90,1,2,NA,grov misshandel,247,NA,3
243,B 4885-17,90,1,2,NA,grov misshandel,248,NA,3
244,B 4885-17,90,1,2,NA,grov misshandel,249,NA,0
255,B 4888-17,93,1,2,NA,misshandel,250,NA,3
256,B 4888-17,93,1,2,NA,misshandel,251,NA,3
257,B 4888-17,93,1,2,NA,misshandel,252,NA,0
261,B 5042-17,95,1,2,NA,grovt skattebrott,265,NA,1
262,B 5042-17,95,1,2,NA,grovt skattebrott,266,NA,3
263,B 5042-17,95,1,2,NA,grovt skattebrott,267,NA,1
264,B 5042-17,95,1,2,NA,grovt skattebrott,268,NA,3
265,B 5042-17,95,1,2,NA,grovt skattebrott,269,NA,0
266,B 5050-17,96,1,2,NA,olaga frihetsberövande,270,NA,2
267,B 5050-17,96,1,2,NA,olaga frihetsberövande,271,NA,2
268,B 5050-17,96,1,2,NA,olaga frihetsberövande,272,NA,1
269,B 5050-17,96,1,2,NA,olaga frihetsberövande,273,NA,2
270,B 5050-17,96,1,2,NA,olaga frihetsberövande,274,NA,1
271,B 5057-18,97,1,2,NA,våldtäkt mot barn 5 tillfällen,275,NA,2
272,B 5057-18,97,1,2,NA,våldtäkt mot barn 5 tillfällen,276,NA,0
273,B 5057-18,97,1,2,NA,våldtäkt mot barn 5 tillfällen,277,NA,2
274,B 5057-18,97,1,2,NA,våldtäkt mot barn 5 tillfällen,278,NA,2
275,B 5057-18,97,1,2,NA,våldtäkt mot barn 5 tillfällen,279,NA,2
276,B 5057-18,97,1,2,NA,våldtäkt mot barn 5 tillfällen,280,NA,2
277,B 5057-18,97,1,2,NA,våldtäkt mot barn 5 tillfällen,281,NA,2
278,B 5057-18,98,1,2,NA,grovt utnyttjande av barn för sexuell posering,275,NA,2
279,B 5057-18,98,1,2,NA,grovt utnyttjande av barn för sexuell posering,276,NA,0
280,B 5057-18,98,1,2,NA,grovt utnyttjande av barn för sexuell posering,277,NA,2
281,B 5057-18,98,1,2,NA,grovt utnyttjande av barn för sexuell posering,278,NA,1
282,B 5057-18,98,1,2,NA,grovt utnyttjande av barn för sexuell posering,279,NA,2
283,B 5057-18,98,1,2,NA,grovt utnyttjande av barn för sexuell posering,280,NA,2
284,B 5057-18,98,1,2,NA,grovt utnyttjande av barn för sexuell posering,281,NA,1
285,B 5057-18,99,1,2,NA,försök till våldtäkt mot barn,275,NA,3
286,B 5057-18,99,1,2,NA,försök till våldtäkt mot barn,276,NA,0
287,B 5057-18,99,1,2,NA,försök till våldtäkt mot barn,277,NA,3
288,B 5057-18,99,1,2,NA,försök till våldtäkt mot barn,278,NA,1
289,B 5057-18,99,1,2,NA,försök till våldtäkt mot barn,279,NA,3
290,B 5057-18,99,1,2,NA,försök till våldtäkt mot barn,280,NA,3
291,B 5057-18,99,1,2,NA,försök till våldtäkt mot barn,281,NA,1
292,B 5434-17,100,1,2,NA,människosmuggling,282,NA,3
293,B 5434-17,100,1,2,NA,människosmuggling,283,NA,3
294,B 5434-17,100,1,2,NA,människosmuggling,284,NA,1
295,B 5434-17,100,1,2,NA,människosmuggling,285,NA,3
296,B 5533-18,101,1,2,NA,konfiskering av skrift,289,NA,1
297,B 5533-18,101,1,2,NA,konfiskering av skrift,290,NA,1
298,B 5533-18,101,1,2,NA,konfiskering av skrift,291,NA,0
299,B 5533-18,101,1,2,NA,konfiskering av skrift,292,NA,0
300,B 5577-18,102,1,2,NA," skyddande av brottsling, grovt brott",293,NA,1
301,B 5577-18,102,1,2,NA," skyddande av brottsling, grovt brott",294,NA,1
302,B 5577-18,102,1,2,NA," skyddande av brottsling, grovt brott",295,NA,3
303,B 5577-18,102,1,2,NA," skyddande av brottsling, grovt brott",296,NA,1
304,B 573-18,103,1,2,NA,synnerligen grov narkotikasmuggling,297,NA,2
305,B 573-18,103,1,2,NA,synnerligen grov narkotikasmuggling,298,NA,3
306,B 573-18,103,1,2,NA,synnerligen grov narkotikasmuggling,299,NA,9
307,B 573-18,103,1,2,NA,synnerligen grov narkotikasmuggling,300,NA,2
308,B 573-18,103,1,2,NA,synnerligen grov narkotikasmuggling,301,NA,2
309,B 5931-18,104,1,2,NA,våldtäkt,302,NA,3
310,B 5931-18,104,1,2,NA,våldtäkt,303,NA,3
311,B 5931-18,104,1,2,NA,våldtäkt,304,NA,2
312,B 5931-18,104,1,2,NA,våldtäkt,305,NA,0
317,B 6195-18,106,1,2,NA,grov mordbrand,310,NA,3
318,B 6195-18,106,1,2,NA,grov mordbrand,311,NA,3
319,B 6195-18,106,1,2,NA,grov mordbrand,312,NA,2
320,T 1055-18,107,1,1,294650,NA,313,100000,NA
321,T 1055-18,107,1,1,294650,NA,314,NA,NA
322,T 1055-18,107,1,1,294650,NA,315,0,NA
323,T 1055-18,107,1,1,294650,NA,316,0,NA
324,T 1055-18,107,1,1,294650,NA,317,0,NA
325,T 1055-18,107,1,1,294650,NA,318,0,NA
326,T 1055-18,107,1,1,294650,NA,319,0,NA
327,T 1566-17,108,1,1,505529,NA,342,495002,NA
328,T 1566-17,108,1,1,505529,NA,343,495002,NA
329,T 1566-17,108,1,1,505529,NA,344,495002,NA
330,T 1566-17,108,1,1,505529,NA,345,0,NA
331,T 1857-17,109,1,2,NA,"Kommunen tillse att de två grindar som används för att spärra av servituts-vägen till Tumba 7:1 genast undanröjs, hot om vite 150 000 kr",369,NA,1
332,T 1857-17,109,1,2,NA,"Kommunen tillse att de två grindar som används för att spärra av servituts-vägen till Tumba 7:1 genast undanröjs, hot om vite 150 000 kr",370,NA,1
333,T 1857-17,109,1,2,NA,"Kommunen tillse att de två grindar som används för att spärra av servituts-vägen till Tumba 7:1 genast undanröjs, hot om vite 150 000 kr",371,NA,0
334,T 1857-17,109,1,2,NA,"Kommunen tillse att de två grindar som används för att spärra av servituts-vägen till Tumba 7:1 genast undanröjs, hot om vite 150 000 kr",372,NA,0
335,T 1857-17,109,1,2,NA,"Kommunen tillse att de två grindar som används för att spärra av servituts-vägen till Tumba 7:1 genast undanröjs, hot om vite 150 000 kr",373,NA,0
336,T 1857-17,110,1,2,NA,domstolen skulle förklara att vite ska utgå med ytterligare 50 000 kr för varje påbörjad kalendervecka varmed kommunen underlåter att efterkomma föreläggandet enligt yrkande 1,369,NA,1
337,T 1857-17,110,1,2,NA,domstolen skulle förklara att vite ska utgå med ytterligare 50 000 kr för varje påbörjad kalendervecka varmed kommunen underlåter att efterkomma föreläggandet enligt yrkande 1,370,NA,1
338,T 1857-17,110,1,2,NA,domstolen skulle förklara att vite ska utgå med ytterligare 50 000 kr för varje påbörjad kalendervecka varmed kommunen underlåter att efterkomma föreläggandet enligt yrkande 1,371,NA,0
339,T 1857-17,110,1,2,NA,domstolen skulle förklara att vite ska utgå med ytterligare 50 000 kr för varje påbörjad kalendervecka varmed kommunen underlåter att efterkomma föreläggandet enligt yrkande 1,372,NA,0
340,T 1857-17,110,1,2,NA,domstolen skulle förklara att vite ska utgå med ytterligare 50 000 kr för varje påbörjad kalendervecka varmed kommunen underlåter att efterkomma föreläggandet enligt yrkande 1,373,NA,0
341,T 2480-17,111,1,1,3198100,NA,384,60000,NA
342,T 2480-17,111,1,1,3198100,NA,385,50000,NA
343,T 2480-17,111,1,1,3198100,NA,386,NA,NA
344,T 3671-17,112,1,1,567503,NA,413,567503,NA
345,T 3671-17,112,1,1,567503,NA,414,567503,NA
346,T 3671-17,112,1,1,567503,NA,415,0,NA
347,T 3671-17,112,1,1,567503,NA,416,567503,NA
348,T 3957-17,113,1,1,73150,NA,423,73150,NA
349,T 3957-17,113,1,1,73150,NA,424,50000,NA
350,T 4168-17,114,1,1,1271959,NA,425,NA,NA
351,T 4168-17,114,1,1,1271959,NA,426,NA,NA
352,T 4168-17,114,1,1,1271959,NA,427,NA,NA
353,T 4168-17,114,1,1,1271959,NA,428,NA,NA
354,T 435-17,115,1,1,35885,NA,434,0,NA
355,T 435-17,115,1,1,35885,NA,435,35885,NA
356,T 435-17,115,1,1,35885,NA,436,35885,NA
357,T 435-17,115,1,1,35885,NA,437,35885,NA
358,T 4448-17,116,1,1,134800,NA,438,0,NA
359,T 4448-17,116,1,1,134800,NA,439,NA,NA
360,T 4448-17,116,1,1,134800,NA,440,NA,NA
361,T 4448-17,116,1,1,134800,NA,441,NA,NA
366,T 5031-17,118,1,1,941033,NA,453,0,NA
367,T 5031-17,118,1,1,941033,NA,454,0,NA
368,T 5031-17,118,1,1,941033,NA,455,0,NA
369,T 5031-17,118,1,1,941033,NA,456,0,NA
374,T 5317-17,120,1,2,NA,Konsumenttjänstlagen tillämplighet på avtalet,475,NA,3
375,T 5317-17,120,1,2,NA,Konsumenttjänstlagen tillämplighet på avtalet,476,NA,1
376,T 5317-17,120,1,2,NA,Konsumenttjänstlagen tillämplighet på avtalet,477,NA,1
377,T 5317-17,120,1,2,NA,Konsumenttjänstlagen tillämplighet på avtalet,478,NA,1
378,B 1415-18,121,1,2,NA,Utvisning på grund av brott,79,NA,0
379,B 1415-18,121,1,2,NA,Utvisning på grund av brott,80,NA,0
380,B 1415-18,121,1,2,NA,Utvisning på grund av brott,81,NA,0
381,B 1415-18,121,1,2,NA,Utvisning på grund av brott,82,NA,0
382,B 1415-18,121,1,2,NA,Utvisning på grund av brott,83,NA,0
383,B 1415-18,121,1,2,NA,Utvisning på grund av brott,84,NA,0
384,B 1415-18,121,1,2,NA,Utvisning på grund av brott,85,NA,0
385,B 1415-18,121,1,2,NA,Utvisning på grund av brott,86,NA,3
386,B 1415-18,121,1,2,NA,Utvisning på grund av brott,87,NA,1
387,B 1415-18,121,1,2,NA,Utvisning på grund av brott,88,NA,3
400,B 1415-18,58,1,2,NA,Utvisning på grund av brott,528,NA,0
401,B 1415-18,59,1,2,NA,Utvisning på grund av brott,528,NA,0
402,B 1415-18,121,1,2,NA,Utvisning på grund av brott,528,NA,3
403,B 1415-18,58,1,2,NA,Utvisning på grund av brott,529,NA,0
404,B 1415-18,59,1,2,NA,Utvisning på grund av brott,529,NA,3
405,B 1415-18,121,1,2,NA,Utvisning på grund av brott,529,NA,0
406,T 796-18,122,1,2,NA,Klander av skiljedom,89,NA,2
407,T 796-18,122,1,2,NA,Klander av skiljedom,90,NA,3
408,T 796-18,122,1,2,NA,Klander av skiljedom,91,NA,3
409,T 796-18,123,2,2,NA,Klander av skiljedom,89,NA,2
410,T 796-18,123,2,2,NA,Klander av skiljedom,90,NA,2
411,T 796-18,123,2,2,NA,Klander av skiljedom,91,NA,2
415,T 5437-17,125,1,2,NA,Upphäva skiljedom,92,NA,2
416,T 5437-17,125,1,2,NA,Upphäva skiljedom,93,NA,2
417,T 5437-17,125,1,2,NA,Upphäva skiljedom,94,NA,1
418,B 1540-18,126,1,2,NA,Brott mot upphovrättslagen,99,NA,2
419,B 1540-18,126,1,2,NA,Brott mot upphovrättslagen,100,NA,0
420,B 1540-18,126,1,2,NA,Brott mot upphovrättslagen,101,NA,2
421,B 1540-18,126,1,2,NA,Brott mot upphovrättslagen,102,NA,0
422,B 1540-18,127,1,1,9900000,NA,99,1300000,NA
423,B 1540-18,127,1,1,9900000,NA,100,4000000,NA
424,B 1540-18,127,1,1,9900000,NA,101,4250000,NA
425,B 1540-18,127,1,1,9900000,NA,102,650000,NA
432,B 2066-17,129,1,2,NA,Sexuellt ofredande,156,NA,1
433,B 2066-17,129,1,2,NA,Sexuellt ofredande,157,NA,3
434,B 2066-17,129,1,2,NA,Sexuellt ofredande,158,NA,3
435,B 2066-17,129,1,2,NA,Sexuellt ofredande,159,NA,2
436,B 2066-17,129,1,2,NA,Sexuellt ofredande,160,NA,1
437,B 2066-17,129,1,2,NA,Sexuellt ofredande,161,NA,1
438,B 2066-17,129,1,2,NA,Sexuellt ofredande,162,NA,1
439,B 2228-18,130,1,2,NA,hot mot tjänsteman,163,NA,3
440,B 2228-18,130,1,2,NA,hot mot tjänsteman,164,NA,0
441,B 2228-18,130,1,2,NA,hot mot tjänsteman,165,NA,0
442,B 2228-18,131,1,2,NA,olaga hot,163,NA,9
443,B 2228-18,131,1,2,NA,olaga hot,164,NA,0
444,B 2228-18,131,1,2,NA,olaga hot,165,NA,0
445,B 1605-18,132,1,2,NA,Narkotikabrott,103,NA,3
446,B 1605-18,132,1,2,NA,Narkotikabrott,104,NA,1
447,B 1605-18,132,1,2,NA,Narkotikabrott,105,NA,9
448,B 1605-18,132,1,2,NA,Narkotikabrott,106,NA,9
449,B 2678-18,79,1,2,NA,grovt rån,531,NA,0
450,B 2678-18,80,1,2,NA,grovt rån,531,NA,0
451,B 2678-18,133,1,2,NA,grovt olaga hot ,177,NA,0
452,B 2678-18,133,1,2,NA,grovt olaga hot ,178,NA,0
453,B 2678-18,133,1,2,NA,grovt olaga hot ,179,NA,0
454,B 2678-18,133,1,2,NA,grovt olaga hot ,180,NA,0
455,B 2678-18,133,1,2,NA,grovt olaga hot ,181,NA,0
456,B 2678-18,133,1,2,NA,grovt olaga hot ,182,NA,3
457,B 2678-18,133,1,2,NA,grovt olaga hot ,183,NA,3
458,B 2678-18,133,1,2,NA,grovt olaga hot ,184,NA,0
459,B 2678-18,133,1,2,NA,grovt olaga hot ,531,NA,3
460,B 2678-18,134,1,2,NA,grov vårdslöshet i trafik,177,NA,0
461,B 2678-18,134,1,2,NA,grov vårdslöshet i trafik,178,NA,0
462,B 2678-18,134,1,2,NA,grov vårdslöshet i trafik,179,NA,0
463,B 2678-18,134,1,2,NA,grov vårdslöshet i trafik,180,NA,0
464,B 2678-18,134,1,2,NA,grov vårdslöshet i trafik,181,NA,0
465,B 2678-18,134,1,2,NA,grov vårdslöshet i trafik,182,NA,3
466,B 2678-18,134,1,2,NA,grov vårdslöshet i trafik,183,NA,3
467,B 2678-18,134,1,2,NA,grov vårdslöshet i trafik,184,NA,0
468,B 2678-18,134,1,2,NA,grov vårdslöshet i trafik,531,NA,0
469,B 279-17,135,1,2,NA,Grov misshandel,185,NA,3
470,B 279-17,135,1,2,NA,Grov misshandel,186,NA,3
471,B 279-17,135,1,2,NA,Grov misshandel,188,NA,3
472,B 279-17,135,1,2,NA,Grov misshandel,189,NA,0
473,B 279-17,135,1,2,NA,Grov misshandel,190,NA,0
474,B 279-17,136,1,2,NA,misshandel,185,NA,3
475,B 279-17,136,1,2,NA,misshandel,186,NA,3
476,B 279-17,136,1,2,NA,misshandel,188,NA,1
